Data,Saida_Estimada,Data
2020-03-20,1,2020-03-20
2020-03-21,5,2020-03-21
2020-03-22,-3,2020-03-22
2020-03-23,0,2020-03-23
2020-03-24,3,2020-03-24
2020-03-25,0,2020-03-25
2020-03-26,3,2020-03-26
2020-03-27,7,2020-03-27
2020-03-28,8,2020-03-28
2020-03-29,15,2020-03-29
2020-03-30,26,2020-03-30
2020-03-31,17,2020-03-31
2020-04-01,10,2020-04-01
2020-04-02,9,2020-04-02
2020-04-03,15,2020-04-03
2020-04-04,17,2020-04-04
2020-04-05,7,2020-04-05
2020-04-06,12,2020-04-06
2020-04-07,12,2020-04-07
2020-04-08,14,2020-04-08
2020-04-09,14,2020-04-09
2020-04-10,29,2020-04-10
2020-04-11,35,2020-04-11
2020-04-12,30,2020-04-12
2020-04-13,32,2020-04-13
2020-04-14,42,2020-04-14
2020-04-15,65,2020-04-15
2020-04-16,70,2020-04-16
2020-04-17,82,2020-04-17
2020-04-18,101,2020-04-18
2020-04-19,111,2020-04-19
2020-04-20,139,2020-04-20
2020-04-21,182,2020-04-21
2020-04-22,220,2020-04-22
2020-04-23,252,2020-04-23
2020-04-24,290,2020-04-24
2020-04-25,337,2020-04-25
2020-04-26,379,2020-04-26
2020-04-27,421,2020-04-27
2020-04-28,452,2020-04-28
2020-04-29,473,2020-04-29
2020-04-30,492,2020-04-30
2020-05-01,558,2020-05-01
2020-05-02,643,2020-05-02
2020-05-03,717,2020-05-03
2020-05-04,770,2020-05-04
2020-05-05,826,2020-05-05
2020-05-06,936,2020-05-06
2020-05-07,1023,2020-05-07
2020-05-08,1179,2020-05-08
2020-05-09,1308,2020-05-09
2020-05-10,1356,2020-05-10
2020-05-11,1394,2020-05-11
2020-05-12,1496,2020-05-12
2020-05-13,1561,2020-05-13
2020-05-14,1741,2020-05-14
2020-05-15,1802,2020-05-15
2020-05-16,1901,2020-05-16
2020-05-17,2045,2020-05-17
2020-05-18,2096,2020-05-18
2020-05-19,2182,2020-05-19
2020-05-20,2406,2020-05-20
2020-05-21,2665,2020-05-21
2020-05-22,2825,2020-05-22
2020-05-23,2944,2020-05-23
2020-05-24,3299,2020-05-24
2020-05-25,3412,2020-05-25
2020-05-26,3469,2020-05-26
2020-05-27,3709,2020-05-27
2020-05-28,4098,2020-05-28
2020-05-29,4502,2020-05-29
2020-05-30,4766,2020-05-30
2020-05-31,5024,2020-05-31
2020-06-01,5225,2020-06-01
2020-06-02,5477,2020-06-02
2020-06-03,5791,2020-06-03
'2020-06-04',6105,+
'2020-06-05',6436,+
'2020-06-06',6785,+
'2020-06-07',7153,+
'2020-06-08',7541,+
'2020-06-09',7950,+
'2020-06-10',8381,+
'2020-06-11',8836,+
'2020-06-12',9315,+
'2020-06-13',9821,+
'2020-06-14',10353,+
'2020-06-15',10915,+
'2020-06-16',11507,+
'2020-06-17',12131,+
'2020-06-18',12789,+
