Data,Saida_Estimada,Data
2020-03-27,0,2020-03-27
2020-03-28,9,2020-03-28
2020-03-29,13,2020-03-29
2020-03-30,13,2020-03-30
2020-03-31,18,2020-03-31
2020-04-01,20,2020-04-01
2020-04-02,32,2020-04-02
2020-04-03,38,2020-04-03
2020-04-04,38,2020-04-04
2020-04-05,53,2020-04-05
2020-04-06,54,2020-04-06
2020-04-07,61,2020-04-07
2020-04-08,81,2020-04-08
2020-04-09,100,2020-04-09
2020-04-10,105,2020-04-10
2020-04-11,129,2020-04-11
2020-04-12,128,2020-04-12
2020-04-13,144,2020-04-13
2020-04-14,153,2020-04-14
2020-04-15,198,2020-04-15
2020-04-16,241,2020-04-16
2020-04-17,266,2020-04-17
2020-04-18,291,2020-04-18
2020-04-19,339,2020-04-19
2020-04-20,319,2020-04-20
2020-04-21,353,2020-04-21
2020-04-22,396,2020-04-22
2020-04-23,411,2020-04-23
2020-04-24,438,2020-04-24
2020-04-25,478,2020-04-25
2020-04-26,528,2020-04-26
2020-04-27,532,2020-04-27
2020-04-28,564,2020-04-28
2020-04-29,644,2020-04-29
2020-04-30,694,2020-04-30
2020-05-01,741,2020-05-01
2020-05-02,799,2020-05-02
2020-05-03,836,2020-05-03
2020-05-04,867,2020-05-04
2020-05-05,917,2020-05-05
2020-05-06,970,2020-05-06
2020-05-07,1044,2020-05-07
2020-05-08,1293,2020-05-08
2020-05-09,1339,2020-05-09
2020-05-10,1492,2020-05-10
2020-05-11,1472,2020-05-11
2020-05-12,1533,2020-05-12
2020-05-13,1733,2020-05-13
2020-05-14,1810,2020-05-14
2020-05-15,2041,2020-05-15
2020-05-16,2187,2020-05-16
2020-05-17,2326,2020-05-17
2020-05-18,2396,2020-05-18
2020-05-19,2543,2020-05-19
2020-05-20,2783,2020-05-20
2020-05-21,2887,2020-05-21
2020-05-22,3055,2020-05-22
2020-05-23,3292,2020-05-23
2020-05-24,3527,2020-05-24
2020-05-25,3496,2020-05-25
2020-05-26,3608,2020-05-26
2020-05-27,3839,2020-05-27
2020-05-28,4068,2020-05-28
2020-05-29,4238,2020-05-29
2020-05-30,4416,2020-05-30
2020-05-31,4534,2020-05-31
2020-06-01,4539,2020-06-01
2020-06-02,4679,2020-06-02
2020-06-03,4916,2020-06-03
2020-06-04,5235,2020-06-04
2020-06-05,5477,2020-06-05
2020-06-06,5487,2020-06-06
2020-06-07,5621,2020-06-07
2020-06-08,5649,2020-06-08
2020-06-09,5714,2020-06-09
2020-06-10,5861,2020-06-10
2020-06-11,6052,2020-06-11
2020-06-12,6245,2020-06-12
2020-06-13,6182,2020-06-13
2020-06-14,6401,2020-06-14
2020-06-15,6444,2020-06-15
2020-06-16,6472,2020-06-16
2020-06-17,6750,2020-06-17
2020-06-18,6834,2020-06-18
2020-06-19,7092,2020-06-19
2020-06-20,7224,2020-06-20
2020-06-21,7419,2020-06-21
2020-06-22,7373,2020-06-22
2020-06-23,7432,2020-06-23
'2020-06-24',7661,+
'2020-06-25',7843,+
'2020-06-26',8034,+
'2020-06-27',8234,+
'2020-06-28',8440,+
'2020-06-29',8653,+
'2020-06-30',8872,+
'2020-07-01',9097,+
'2020-07-02',9329,+
'2020-07-03',9567,+
'2020-07-04',9811,+
'2020-07-05',10061,+
'2020-07-06',10317,+
'2020-07-07',10581,+
'2020-07-08',10851,+
'2020-07-09',11128,+
