Data,Saida_Estimada,Data
2020-03-27,0,2020-03-27
2020-03-28,4,2020-03-28
2020-03-29,5,2020-03-29
2020-03-30,5,2020-03-30
2020-03-31,5,2020-03-31
2020-04-01,5,2020-04-01
2020-04-02,5,2020-04-02
2020-04-03,5,2020-04-03
2020-04-04,5,2020-04-04
2020-04-05,7,2020-04-05
2020-04-06,7,2020-04-06
2020-04-07,10,2020-04-07
2020-04-08,11,2020-04-08
2020-04-09,14,2020-04-09
2020-04-10,14,2020-04-10
2020-04-11,14,2020-04-11
2020-04-12,14,2020-04-12
2020-04-13,14,2020-04-13
2020-04-14,17,2020-04-14
2020-04-15,17,2020-04-15
2020-04-16,20,2020-04-16
2020-04-17,21,2020-04-17
2020-04-18,21,2020-04-18
2020-04-19,24,2020-04-19
2020-04-20,29,2020-04-20
2020-04-21,29,2020-04-21
2020-04-22,33,2020-04-22
2020-04-23,75,2020-04-23
2020-04-24,77,2020-04-24
2020-04-25,81,2020-04-25
2020-04-26,93,2020-04-26
2020-04-27,94,2020-04-27
2020-04-28,107,2020-04-28
2020-04-29,106,2020-04-29
2020-04-30,125,2020-04-30
2020-05-01,125,2020-05-01
2020-05-02,146,2020-05-02
2020-05-03,143,2020-05-03
2020-05-04,145,2020-05-04
2020-05-05,166,2020-05-05
2020-05-06,174,2020-05-06
2020-05-07,174,2020-05-07
2020-05-08,249,2020-05-08
2020-05-09,263,2020-05-09
2020-05-10,267,2020-05-10
2020-05-11,276,2020-05-11
2020-05-12,319,2020-05-12
2020-05-13,332,2020-05-13
2020-05-14,330,2020-05-14
2020-05-15,464,2020-05-15
2020-05-16,551,2020-05-16
2020-05-17,550,2020-05-17
2020-05-18,559,2020-05-18
2020-05-19,776,2020-05-19
2020-05-20,817,2020-05-20
2020-05-21,860,2020-05-21
2020-05-22,857,2020-05-22
2020-05-23,1174,2020-05-23
2020-05-24,1150,2020-05-24
2020-05-25,1179,2020-05-25
2020-05-26,1183,2020-05-26
2020-05-27,1187,2020-05-27
2020-05-28,1195,2020-05-28
2020-05-29,1212,2020-05-29
2020-05-30,1220,2020-05-30
2020-05-31,2293,2020-05-31
2020-06-01,2193,2020-06-01
2020-06-02,2277,2020-06-02
2020-06-03,2426,2020-06-03
2020-06-04,2572,2020-06-04
2020-06-05,2862,2020-06-05
2020-06-06,2958,2020-06-06
2020-06-07,3130,2020-06-07
2020-06-08,3125,2020-06-08
2020-06-09,3144,2020-06-09
2020-06-10,3273,2020-06-10
2020-06-11,3555,2020-06-11
2020-06-12,3762,2020-06-12
2020-06-13,3834,2020-06-13
2020-06-14,3951,2020-06-14
2020-06-15,3940,2020-06-15
2020-06-16,4115,2020-06-16
2020-06-17,4238,2020-06-17
2020-06-18,4565,2020-06-18
2020-06-19,4759,2020-06-19
2020-06-20,5082,2020-06-20
2020-06-21,5203,2020-06-21
2020-06-22,5222,2020-06-22
2020-06-23,5314,2020-06-23
2020-06-24,5651,2020-06-24
2020-06-25,5830,2020-06-25
2020-06-26,6083,2020-06-26
2020-06-27,6276,2020-06-27
2020-06-28,6416,2020-06-28
2020-06-29,6526,2020-06-29
2020-06-30,6539,2020-06-30
2020-07-01,6721,2020-07-01
2020-07-02,6952,2020-07-02
2020-07-03,7084,2020-07-03
2020-07-04,7321,2020-07-04
2020-07-05,7524,2020-07-05
2020-07-06,7593,2020-07-06
2020-07-07,7590,2020-07-07
2020-07-08,7658,2020-07-08
2020-07-09,7882,2020-07-09
2020-07-10,8063,2020-07-10
2020-07-11,8295,2020-07-11
2020-07-12,8575,2020-07-12
2020-07-13,8624,2020-07-13
2020-07-14,8617,2020-07-14
2020-07-15,8734,2020-07-15
2020-07-16,8825,2020-07-16
'2020-07-17',8979,+
'2020-07-18',9190,+
'2020-07-19',9407,+
'2020-07-20',9630,+
'2020-07-21',9858,+
'2020-07-22',10091,+
'2020-07-23',10330,+
'2020-07-24',10574,+
'2020-07-25',10825,+
'2020-07-26',11081,+
'2020-07-27',11343,+
'2020-07-28',11611,+
'2020-07-29',11886,+
'2020-07-30',12167,+
'2020-07-31',12455,+
'2020-08-01',12750,+
