Data,Saida_Estimada,Saida,Erro
2020-02-25,0,0
2020-02-26,0,0
2020-02-27,0,0
2020-02-28,0,0
2020-02-29,0,0
2020-03-01,0,0
2020-03-02,0,0
2020-03-03,0,0
2020-03-04,0,0
2020-03-05,0,0
2020-03-06,0,0
2020-03-07,0,0
2020-03-08,0,0
2020-03-09,0,0
2020-03-10,0,0
2020-03-11,0,0
2020-03-12,0,0
2020-03-13,0,0
2020-03-14,0,0
2020-03-15,0,1
2020-03-16,1,0
2020-03-17,1,3
2020-03-18,5,0
2020-03-19,5,1
2020-03-20,6,0
2020-03-21,6,4
2020-03-22,12,-2
2020-03-23,10,0
2020-03-24,10,5
2020-03-25,17,-1
2020-03-26,16,0
2020-03-27,16,0
2020-03-28,16,0
2020-03-29,16,0
2020-03-30,16,0
2020-03-31,16,3
2020-04-01,20,0
2020-04-02,20,3
2020-04-03,24,1
2020-04-04,26,1
2020-04-05,28,4
2020-04-06,34,-2
2020-04-07,32,4
2020-04-08,38,-2
2020-04-09,36,3
2020-04-10,41,1
2020-04-11,44,-2
2020-04-12,42,2
2020-04-13,45,-1
2020-04-14,44,1
2020-04-15,46,+
2020-04-16,47,1
2020-04-17,49,4
2020-04-18,56,15
2020-04-19,80,3
2020-04-20,90,-4
2020-04-21,88,4
2020-04-22,96,21
2020-04-23,131,-7
2020-04-24,129,15
2020-04-25,156,-3
2020-04-26,160,-1
2020-04-27,164,33
2020-04-28,218,62
2020-04-29,324,13
2020-04-30,370,77
2020-05-01,507,10
2020-05-02,559,42
2020-05-03,652,78
2020-05-04,804,-32
2020-05-05,806,92
2020-05-06,974,24
2020-05-07,1063,151
2020-05-08,1339,99
2020-05-09,1571,17
2020-05-10,1688,83
2020-05-11,1890,-90
2020-05-12,1846,186
2020-05-13,2179,89
2020-05-14,2422,72
2020-05-15,2647,221
2020-05-16,3099,36
2020-05-17,3319,24
2020-05-18,3503,63
2020-05-19,3737,230
2020-05-20,4230,47
2020-05-21,4502,232
2020-05-22,5038,-116
2020-05-23,5101,30
2020-05-24,5324,-10
2020-05-25,5498,-50
2020-05-26,5611,124
2020-05-27,5976,-64
2020-05-28,6104,52
2020-05-29,6384,78
2020-05-30,6725,80
2020-05-31,7092,-93
2020-06-01,7218,15
2020-06-02,7476,79
2020-06-03,7846,143
2020-06-04,8341,-141
2020-06-05,8449,128
2020-06-06,8913,59
2020-06-07,9323,-33
2020-06-08,9610,117
2020-06-09,10112,14
2020-06-10,10500,115
2020-06-11,11041,15
2020-06-12,11467,67
2020-06-13,11972,894
2020-06-14,13736,232
2020-06-15,14748,927
2020-06-16,16776,-466
2020-06-17,16910,-103
2020-06-18,17350,-12
2020-06-19,17907,-99
2020-06-20,18356,93
2020-06-21,19090,-105
2020-06-22,19586,-202
2020-06-23,19927,-44
2020-06-24,20482,-129
2020-06-25,20947,134
2020-06-26,21812,96
2020-06-27,22701,618
2020-06-28,24417,4
2020-06-29,25391,-574
2020-06-30,25457,-46
2020-07-01,26156,-241
2020-07-02,26626,-14
2020-07-03,27428,758
2020-07-04,29451,310
2020-07-05,31055,-838
2020-07-06,30984,-266
2020-07-07,31515,125
2020-07-08,32655,-165
2020-07-09,33486,-70
2020-07-10,34466,247
2020-07-11,35964,82
2020-07-12,37338,293
2020-07-13,39072,-851
2020-07-14,39197,-30
2020-07-15,40331,-192
2020-07-16,41333,-107
2020-07-17,42494,-606
2020-07-18,42965,107
2020-07-19,44420,823
2020-07-20,47103,-47103
2020-07-21,48246,+
2020-07-22,49259,+
2020-07-23,50229,+
2020-07-24,51196,+
2020-07-25,52179,+
2020-07-26,53188,+
2020-07-27,54226,+
2020-07-28,55299,+
2020-07-29,56407,+
2020-07-30,57552,+
2020-07-31,58735,+
2020-08-01,59959,+
2020-08-02,61224,+
2020-08-03,62531,+
2020-08-04,63883,+
