Data,Saida_Estimada,Data
2020-03-27,0,2020-03-27
2020-03-28,1,2020-03-28
2020-03-29,1,2020-03-29
2020-03-30,1,2020-03-30
2020-03-31,1,2020-03-31
2020-04-01,1,2020-04-01
2020-04-02,1,2020-04-02
2020-04-03,1,2020-04-03
2020-04-04,2,2020-04-04
2020-04-05,2,2020-04-05
2020-04-06,2,2020-04-06
2020-04-07,3,2020-04-07
2020-04-08,3,2020-04-08
2020-04-09,3,2020-04-09
2020-04-10,6,2020-04-10
2020-04-11,6,2020-04-11
2020-04-12,6,2020-04-12
2020-04-13,7,2020-04-13
2020-04-14,7,2020-04-14
2020-04-15,7,2020-04-15
2020-04-16,8,2020-04-16
2020-04-17,11,2020-04-17
2020-04-18,14,2020-04-18
2020-04-19,16,2020-04-19
2020-04-20,15,2020-04-20
2020-04-21,15,2020-04-21
2020-04-22,15,2020-04-22
2020-04-23,15,2020-04-23
2020-04-24,16,2020-04-24
2020-04-25,17,2020-04-25
2020-04-26,20,2020-04-26
2020-04-27,23,2020-04-27
2020-04-28,23,2020-04-28
2020-04-29,23,2020-04-29
2020-04-30,26,2020-04-30
2020-05-01,28,2020-05-01
2020-05-02,32,2020-05-02
2020-05-03,38,2020-05-03
2020-05-04,40,2020-05-04
2020-05-05,43,2020-05-05
2020-05-06,49,2020-05-06
2020-05-07,49,2020-05-07
2020-05-08,56,2020-05-08
2020-05-09,64,2020-05-09
2020-05-10,67,2020-05-10
2020-05-11,74,2020-05-11
2020-05-12,74,2020-05-12
2020-05-13,79,2020-05-13
2020-05-14,90,2020-05-14
2020-05-15,103,2020-05-15
2020-05-16,115,2020-05-16
2020-05-17,139,2020-05-17
2020-05-18,146,2020-05-18
2020-05-19,162,2020-05-19
2020-05-20,173,2020-05-20
2020-05-21,199,2020-05-21
2020-05-22,213,2020-05-22
2020-05-23,222,2020-05-23
2020-05-24,260,2020-05-24
2020-05-25,281,2020-05-25
2020-05-26,280,2020-05-26
2020-05-27,304,2020-05-27
2020-05-28,318,2020-05-28
2020-05-29,333,2020-05-29
2020-05-30,348,2020-05-30
2020-05-31,377,2020-05-31
2020-06-01,396,2020-06-01
2020-06-02,422,2020-06-02
2020-06-03,436,2020-06-03
2020-06-04,480,2020-06-04
2020-06-05,483,2020-06-05
2020-06-06,544,2020-06-06
2020-06-07,556,2020-06-07
2020-06-08,574,2020-06-08
2020-06-09,584,2020-06-09
2020-06-10,618,2020-06-10
2020-06-11,649,2020-06-11
2020-06-12,693,2020-06-12
2020-06-13,714,2020-06-13
2020-06-14,770,2020-06-14
2020-06-15,866,2020-06-15
2020-06-16,858,2020-06-16
2020-06-17,950,2020-06-17
2020-06-18,1015,2020-06-18
2020-06-19,1059,2020-06-19
2020-06-20,1197,2020-06-20
2020-06-21,1232,2020-06-21
2020-06-22,1308,2020-06-22
2020-06-23,1325,2020-06-23
2020-06-24,1373,2020-06-24
2020-06-25,1447,2020-06-25
2020-06-26,1514,2020-06-26
2020-06-27,1594,2020-06-27
2020-06-28,1650,2020-06-28
2020-06-29,1687,2020-06-29
2020-06-30,1738,2020-06-30
2020-07-01,1799,2020-07-01
2020-07-02,1846,2020-07-02
2020-07-03,2007,2020-07-03
2020-07-04,2136,2020-07-04
2020-07-05,2195,2020-07-05
2020-07-06,2338,2020-07-06
2020-07-07,2345,2020-07-07
2020-07-08,2416,2020-07-08
2020-07-09,2518,2020-07-09
2020-07-10,2524,2020-07-10
2020-07-11,2609,2020-07-11
2020-07-12,2656,2020-07-12
'2020-07-13',2709,+
'2020-07-14',2802,+
'2020-07-15',2904,+
'2020-07-16',3013,+
'2020-07-17',3126,+
'2020-07-18',3244,+
'2020-07-19',3367,+
'2020-07-20',3494,+
'2020-07-21',3627,+
'2020-07-22',3764,+
'2020-07-23',3907,+
'2020-07-24',4055,+
'2020-07-25',4209,+
'2020-07-26',4368,+
'2020-07-27',4534,+
'2020-07-28',4706,+
