Data,Saida_Estimada,Data
2020-03-22,75,2020-03-22
2020-03-23,78,2020-03-23
2020-03-24,83,2020-03-24
2020-03-25,87,2020-03-25
2020-03-26,127,2020-03-26
2020-03-27,119,2020-03-27
2020-03-28,156,2020-03-28
2020-03-29,178,2020-03-29
2020-03-30,221,2020-03-30
2020-03-31,238,2020-03-31
2020-04-01,261,2020-04-01
2020-04-02,258,2020-04-02
2020-04-03,302,2020-04-03
2020-04-04,315,2020-04-04
2020-04-05,319,2020-04-05
2020-04-06,372,2020-04-06
2020-04-07,435,2020-04-07
2020-04-08,426,2020-04-08
2020-04-09,449,2020-04-09
2020-04-10,480,2020-04-10
2020-04-11,562,2020-04-11
2020-04-12,654,2020-04-12
2020-04-13,717,2020-04-13
2020-04-14,794,2020-04-14
2020-04-15,861,2020-04-15
2020-04-16,926,2020-04-16
2020-04-17,992,2020-04-17
2020-04-18,1091,2020-04-18
2020-04-19,1205,2020-04-19
2020-04-20,1278,2020-04-20
2020-04-21,1373,2020-04-21
2020-04-22,1352,2020-04-22
2020-04-23,1396,2020-04-23
2020-04-24,1498,2020-04-24
2020-04-25,1593,2020-04-25
2020-04-26,1685,2020-04-26
2020-04-27,1816,2020-04-27
2020-04-28,1895,2020-04-28
2020-04-29,1984,2020-04-29
2020-04-30,2105,2020-04-30
2020-05-01,2182,2020-05-01
2020-05-02,2264,2020-05-02
2020-05-03,2456,2020-05-03
2020-05-04,2498,2020-05-04
2020-05-05,2565,2020-05-05
2020-05-06,2646,2020-05-06
2020-05-07,2716,2020-05-07
2020-05-08,2829,2020-05-08
2020-05-09,3174,2020-05-09
2020-05-10,3276,2020-05-10
2020-05-11,3505,2020-05-11
2020-05-12,3679,2020-05-12
2020-05-13,3920,2020-05-13
2020-05-14,4066,2020-05-14
2020-05-15,4414,2020-05-15
2020-05-16,4784,2020-05-16
2020-05-17,5149,2020-05-17
2020-05-18,5592,2020-05-18
2020-05-19,5860,2020-05-19
2020-05-20,6218,2020-05-20
2020-05-21,6600,2020-05-21
2020-05-22,7007,2020-05-22
2020-05-23,7438,2020-05-23
2020-05-24,7897,2020-05-24
2020-05-25,8383,2020-05-25
2020-05-26,8900,2020-05-26
2020-05-27,9449,2020-05-27
2020-05-28,10031,2020-05-28
2020-05-29,10649,2020-05-29
2020-05-30,11305,2020-05-30
2020-05-31,12002,2020-05-31
2020-06-01,12742,2020-06-01
2020-06-02,13527,2020-06-02
2020-06-03,14361,2020-06-03
