Data,Saida_Estimada,Saida,Erro
2020-02-25,0,0
2020-02-26,0,0
2020-02-27,0,0
2020-02-28,0,0
2020-02-29,0,0
2020-03-01,0,0
2020-03-02,0,0
2020-03-03,0,0
2020-03-04,0,0
2020-03-05,0,0
2020-03-06,0,0
2020-03-07,0,0
2020-03-08,0,0
2020-03-09,0,0
2020-03-10,0,0
2020-03-11,0,0
2020-03-12,0,0
2020-03-13,0,0
2020-03-14,0,0
2020-03-15,0,0
2020-03-16,0,0
2020-03-17,0,1
2020-03-18,1,3
2020-03-19,6,0
2020-03-20,7,4
2020-03-21,15,3
2020-03-22,23,2
2020-03-23,31,3
2020-03-24,41,5
2020-03-25,56,1
2020-03-26,66,11
2020-03-27,94,-2
2020-03-28,104,10
2020-03-29,133,3
2020-03-30,155,4
2020-03-31,178,23
2020-04-01,237,4
2020-04-02,275,24
2020-04-03,349,10
2020-04-04,410,22
2020-04-05,495,-9
2020-04-06,533,20
2020-04-07,611,56
2020-04-08,765,35
2020-04-09,915,26
2020-04-10,1063,-7
2020-04-11,1156,-32
2020-04-12,1184,39
2020-04-13,1310,18
2020-04-14,1420,112
2020-04-15,1709,27
2020-04-16,1914,10
2020-04-17,2089,52
2020-04-18,2331,16
2020-04-19,2528,-66
2020-04-20,2566,9
2020-04-21,2678,63
2020-04-22,2889,17
2020-04-23,3054,259
2020-04-24,3667,3
2020-04-25,3983,33
2020-04-26,4321,-116
2020-04-27,4377,166
2020-04-28,4842,175
2020-04-29,5433,33
2020-04-30,5862,39
2020-05-01,6286,43
2020-05-02,6710,14
2020-05-03,7078,-53
2020-05-04,7300,21
2020-05-05,7592,329
2020-05-06,8452,83
2020-05-07,9080,66
2020-05-08,9690,205
2020-05-09,10558,69
2020-05-10,11278,-155
2020-05-11,11575,-56
2020-05-12,11887,513
2020-05-13,13182,-33
2020-05-14,13821,172
2020-05-15,14748,69
2020-05-16,15558,75
2020-05-17,16369,-251
2020-05-18,16574,218
2020-05-19,17411,560
2020-05-20,19022,-163
2020-05-21,19665,382
2020-05-22,21111,-65
2020-05-23,21953,60
2020-05-24,22895,-229
2020-05-25,23283,190
2020-05-26,24223,289
2020-05-27,25462,136
2020-05-28,26591,163
2020-05-29,27810,68
2020-05-30,28910,-76
2020-05-31,29726,-412
2020-06-01,29803,134
2020-06-02,30549,650
2020-06-03,32357,191
2020-06-04,33784,237
2020-06-05,35366,-340
2020-06-06,35977,-47
2020-06-07,36797,-342
2020-06-08,37002,132
2020-06-09,37814,592
2020-06-10,39593,87
2020-06-11,40872,47
2020-06-12,42085,-257
2020-06-13,42716,4
2020-06-14,43596,-264
2020-06-15,43972,-13
2020-06-16,44613,628
2020-06-17,46455,55
2020-06-18,47717,31
2020-06-19,48932,22
2020-06-20,50114,-138
2020-06-21,50983,-366
2020-06-22,51302,-31
2020-06-23,51969,676
2020-06-24,53958,-128
2020-06-25,54986,-15
2020-06-26,56093,-132
2020-06-27,56957,113
2020-06-28,58170,-548
2020-06-29,58251,63
2020-06-30,59064,530
2020-07-01,60847,-215
2020-07-02,61682,202
2020-07-03,63119,55
2020-07-04,64445,-180
2020-07-05,65370,-503
2020-07-06,65558,-71
2020-07-07,66195,546
2020-07-08,67991,-27
2020-07-09,69191,-7
2020-07-10,70412,-14
2020-07-11,71625,-156
2020-07-12,72577,-477
2020-07-13,72836,-3
2020-07-14,73658,475
2020-07-15,75443,-77
2020-07-16,76623,65
2020-07-17,78024,-173
2020-07-18,79055,-283
2020-07-19,79773,-285
2020-07-20,80317,-197
2020-07-21,80879,608
2020-07-22,82874,-103
2020-07-23,84091,-84091
2020-07-24,85220,+
2020-07-25,86295,+
2020-07-26,87326,+
2020-07-27,88323,+
2020-07-28,89293,+
2020-07-29,90244,+
2020-07-30,91181,+
2020-07-31,92108,+
2020-08-01,93030,+
2020-08-02,93950,+
2020-08-03,94871,+
2020-08-04,95795,+
2020-08-05,96725,+
2020-08-06,97662,+
2020-08-07,98607,+
