Data,Saida_Estimada,Data
2020-03-28,4,2020-03-28
2020-03-29,4,2020-03-29
2020-03-30,5,2020-03-30
2020-03-31,5,2020-03-31
2020-04-01,6,2020-04-01
2020-04-02,6,2020-04-02
2020-04-03,18,2020-04-03
2020-04-04,17,2020-04-04
2020-04-05,17,2020-04-05
2020-04-06,21,2020-04-06
2020-04-07,25,2020-04-07
2020-04-08,31,2020-04-08
2020-04-09,44,2020-04-09
2020-04-10,46,2020-04-10
2020-04-11,55,2020-04-11
2020-04-12,60,2020-04-12
2020-04-13,60,2020-04-13
2020-04-14,83,2020-04-14
2020-04-15,89,2020-04-15
2020-04-16,96,2020-04-16
2020-04-17,97,2020-04-17
2020-04-18,119,2020-04-18
2020-04-19,149,2020-04-19
2020-04-20,152,2020-04-20
2020-04-21,170,2020-04-21
2020-04-22,184,2020-04-22
2020-04-23,195,2020-04-23
2020-04-24,221,2020-04-24
2020-04-25,236,2020-04-25
2020-04-26,271,2020-04-26
2020-04-27,296,2020-04-27
2020-04-28,321,2020-04-28
2020-04-29,340,2020-04-29
2020-04-30,360,2020-04-30
2020-05-01,386,2020-05-01
2020-05-02,418,2020-05-02
2020-05-03,528,2020-05-03
2020-05-04,545,2020-05-04
2020-05-05,570,2020-05-05
2020-05-06,632,2020-05-06
2020-05-07,674,2020-05-07
2020-05-08,718,2020-05-08
2020-05-09,767,2020-05-09
2020-05-10,840,2020-05-10
2020-05-11,865,2020-05-11
2020-05-12,923,2020-05-12
2020-05-13,982,2020-05-13
2020-05-14,1059,2020-05-14
2020-05-15,1065,2020-05-15
2020-05-16,1122,2020-05-16
2020-05-17,1204,2020-05-17
2020-05-18,1202,2020-05-18
2020-05-19,1297,2020-05-19
2020-05-20,1347,2020-05-20
2020-05-21,1368,2020-05-21
2020-05-22,1570,2020-05-22
2020-05-23,1592,2020-05-23
2020-05-24,1614,2020-05-24
2020-05-25,1615,2020-05-25
2020-05-26,1746,2020-05-26
2020-05-27,1825,2020-05-27
2020-05-28,1826,2020-05-28
2020-05-29,1849,2020-05-29
2020-05-30,1934,2020-05-30
2020-05-31,1995,2020-05-31
2020-06-01,2017,2020-06-01
2020-06-02,2154,2020-06-02
2020-06-03,2310,2020-06-03
2020-06-04,2407,2020-06-04
2020-06-05,2496,2020-06-05
2020-06-06,2503,2020-06-06
2020-06-07,2517,2020-06-07
'2020-06-08',-7.73045e+06,+
'2020-06-09',-2.14748e+09,+
'2020-06-10',-2.14748e+09,+
'2020-06-11',-2.14748e+09,+
'2020-06-12',-2.14748e+09,+
'2020-06-13',-2.14748e+09,+
'2020-06-14',-2.14748e+09,+
'2020-06-15',-2.14748e+09,+
'2020-06-16',-2.14748e+09,+
'2020-06-17',-2.14748e+09,+
'2020-06-18',-2.14748e+09,+
'2020-06-19',-2.14748e+09,+
'2020-06-20',-2.14748e+09,+
'2020-06-21',-2.14748e+09,+
'2020-06-22',-2.14748e+09,+
