Data,Saida_Estimada,Data
2020-03-28,82,2020-03-28
2020-03-29,103,2020-03-29
2020-03-30,117,2020-03-30
2020-03-31,132,2020-03-31
2020-04-01,153,2020-04-01
2020-04-02,167,2020-04-02
2020-04-03,183,2020-04-03
2020-04-04,193,2020-04-04
2020-04-05,219,2020-04-05
2020-04-06,249,2020-04-06
2020-04-07,268,2020-04-07
2020-04-08,280,2020-04-08
2020-04-09,301,2020-04-09
2020-04-10,324,2020-04-10
2020-04-11,353,2020-04-11
2020-04-12,370,2020-04-12
2020-04-13,380,2020-04-13
2020-04-14,403,2020-04-14
2020-04-15,440,2020-04-15
2020-04-16,524,2020-04-16
2020-04-17,589,2020-04-17
2020-04-18,660,2020-04-18
2020-04-19,772,2020-04-19
2020-04-20,805,2020-04-20
2020-04-21,853,2020-04-21
2020-04-22,949,2020-04-22
2020-04-23,1065,2020-04-23
2020-04-24,1171,2020-04-24
2020-04-25,1266,2020-04-25
2020-04-26,1356,2020-04-26
2020-04-27,1421,2020-04-27
2020-04-28,1494,2020-04-28
2020-04-29,1631,2020-04-29
2020-04-30,1718,2020-04-30
2020-05-01,1849,2020-05-01
2020-05-02,2056,2020-05-02
2020-05-03,2194,2020-05-03
2020-05-04,2339,2020-05-04
2020-05-05,2475,2020-05-05
2020-05-06,2690,2020-05-06
2020-05-07,2867,2020-05-07
2020-05-08,3009,2020-05-08
2020-05-09,3245,2020-05-09
2020-05-10,3480,2020-05-10
2020-05-11,3798,2020-05-11
2020-05-12,4053,2020-05-12
2020-05-13,4287,2020-05-13
2020-05-14,4538,2020-05-14
2020-05-15,4816,2020-05-15
2020-05-16,5064,2020-05-16
2020-05-17,5462,2020-05-17
2020-05-18,5612,2020-05-18
2020-05-19,5632,2020-05-19
2020-05-20,7058,2020-05-20
2020-05-21,7567,2020-05-21
2020-05-22,7911,2020-05-22
2020-05-23,8242,2020-05-23
2020-05-24,8494,2020-05-24
2020-05-25,9072,2020-05-25
2020-05-26,9405,2020-05-26
2020-05-27,9687,2020-05-27
2020-05-28,9957,2020-05-28
2020-05-29,10447,2020-05-29
2020-05-30,10968,2020-05-30
2020-05-31,11337,2020-05-31
2020-06-01,11757,2020-06-01
2020-06-02,12092,2020-06-02
2020-06-03,13329,2020-06-03
2020-06-04,14034,2020-06-04
2020-06-05,14488,2020-06-05
2020-06-06,15767,2020-06-06
2020-06-07,16515,2020-06-07
2020-06-08,16934,2020-06-08
2020-06-09,17210,2020-06-09
2020-06-10,17989,2020-06-10
2020-06-11,19003,2020-06-11
'2020-06-12',19721,+
'2020-06-13',20621,+
'2020-06-14',21583,+
'2020-06-15',22586,+
'2020-06-16',23635,+
'2020-06-17',24734,+
'2020-06-18',25883,+
'2020-06-19',27086,+
'2020-06-20',28345,+
'2020-06-21',29662,+
'2020-06-22',31041,+
'2020-06-23',32483,+
'2020-06-24',33993,+
'2020-06-25',35573,+
'2020-06-26',37226,+
'2020-06-27',38956,+
