Data,Saida_Estimada,Saida,Erro
2020-02-25,0,0
2020-02-26,0,0
2020-02-27,0,0
2020-02-28,0,0
2020-02-29,0,0
2020-03-01,0,0
2020-03-02,0,0
2020-03-03,0,0
2020-03-04,0,0
2020-03-05,0,0
2020-03-06,0,0
2020-03-07,0,0
2020-03-08,0,0
2020-03-09,0,0
2020-03-10,0,0
2020-03-11,0,0
2020-03-12,0,0
2020-03-13,0,0
2020-03-14,0,0
2020-03-15,0,0
2020-03-16,0,0
2020-03-17,0,5
2020-03-18,6,3
2020-03-19,10,10
2020-03-20,24,31
2020-03-21,67,1
2020-03-22,73,39
2020-03-23,128,35
2020-03-24,182,0
2020-03-25,190,10
2020-03-26,208,27
2020-03-27,250,32
2020-03-28,301,13
2020-03-29,328,20
2020-03-30,364,8
2020-03-31,384,6
2020-04-01,400,44
2020-04-02,468,82
2020-04-03,593,34
2020-04-04,661,69
2020-04-05,774,49
2020-04-06,865,148
2020-04-07,1091,-40
2020-04-08,1076,215
2020-04-09,1390,35
2020-04-10,1489,-11
2020-04-11,1514,68
2020-04-12,1637,39
2020-04-13,1729,71
2020-04-14,1865,140
2020-04-15,2100,57
2020-04-16,2236,150
2020-04-17,2494,190
2020-04-18,2820,214
2020-04-19,3193,59
2020-04-20,3367,115
2020-04-21,3604,112
2020-04-22,3842,68
2020-04-23,4024,574
2020-04-24,4894,-94
2020-04-25,4928,493
2020-04-26,5703,130
2020-04-27,6047,679
2020-04-28,7119,-201
2020-04-29,7068,199
2020-04-30,7476,130
2020-05-01,7816,63
2020-05-02,8069,162
2020-05-03,8453,-83
2020-05-04,8519,2521
2020-05-05,12107,-637
2020-05-06,11758,546
2020-05-07,12744,1144
2020-05-08,14609,347
2020-05-09,15509,370
2020-05-10,16393,299
2020-05-11,17177,422
2020-05-12,18128,284
2020-05-13,18918,238
2020-05-14,19647,1430
2020-05-15,22003,487
2020-05-16,23255,540
2020-05-17,24538,-283
2020-05-18,24708,1655
2020-05-19,27418,694
2020-05-20,29062,1498
2020-05-21,31784,-371
2020-05-22,32089,2484
2020-05-23,36095,-973
2020-05-24,35737,-142
2020-05-25,36189,-4
2020-05-26,36827,194
2020-05-27,37759,-484
2020-05-28,37812,9
2020-05-29,38467,-72
2020-05-30,39058,7448
2020-05-31,49904,-1415
2020-06-01,49766,738
2020-06-02,51817,1256
2020-06-03,54611,1445
2020-06-04,57774,2021
2020-06-05,61823,-228
2020-06-06,62966,609
2020-06-07,65033,-762
2020-06-08,65288,317
2020-06-09,66861,1523
2020-06-10,70179,1223
2020-06-11,73317,562
2020-06-12,75635,70
2020-06-13,77255,-826
2020-06-14,77602,-854
2020-06-15,77783,1679
2020-06-16,81368,-79
2020-06-17,82907,2060
2020-06-18,87277,-4
2020-06-19,89130,733
2020-06-20,91851,305
2020-06-21,94068,-1202
2020-06-22,94232,-74
2020-06-23,95744,1784
2020-06-24,99881,-303
2020-06-25,101494,632
2020-06-26,104247,175
2020-06-27,106482,146
2020-06-28,108684,-1116
2020-06-29,109192,-967
2020-06-30,109758,-1059
2020-07-01,110173,2844
2020-07-02,115888,-364
2020-07-03,117792,249
2020-07-04,120343,609
2020-07-05,123427,-1963
2020-07-06,123105,-628
2020-07-07,124306,646
2020-07-08,127322,1149
2020-07-09,131249,-249
2020-07-10,133462,84
2020-07-11,136045,-100
2020-07-12,138421,-1636
2020-07-13,138726,-1520
2020-07-14,139005,432
2020-07-15,141896,-648
2020-07-16,143582,418
2020-07-17,146697,-759
2020-07-18,148373,-1829
2020-07-19,148520,-1548
2020-07-20,148891,-148891
2020-07-21,151279,+
2020-07-22,153881,+
2020-07-23,156588,+
2020-07-24,159364,+
2020-07-25,162199,+
2020-07-26,165088,+
2020-07-27,168031,+
2020-07-28,171027,+
2020-07-29,174079,+
2020-07-30,177188,+
2020-07-31,180353,+
2020-08-01,183576,+
2020-08-02,186858,+
2020-08-03,190201,+
2020-08-04,193604,+
