Data,Saida_Estimada,Saida,Erro
2020-03-21,1,0
2020-03-22,2,0
2020-03-23,2,0
2020-03-24,8,0
2020-03-25,8,0
2020-03-26,10,0
2020-03-27,13,0
2020-03-28,13,1
2020-03-29,14,2
2020-03-30,17,6
2020-03-31,28,3
2020-04-01,37,15
2020-04-02,67,4
2020-04-03,85,-4
2020-04-04,89,-1
2020-04-05,94,2
2020-04-06,103,30
2020-04-07,161,11
2020-04-08,202,28
2020-04-09,275,-2
2020-04-10,308,-15
2020-04-11,312,32
2020-04-12,386,12
2020-04-13,443,2
2020-04-14,485,-7
2020-04-15,509,121
2020-04-16,748,-53
2020-04-17,752,45
2020-04-18,882,158
2020-04-19,1230,-25
2020-04-20,1342,-22
2020-04-21,1424,-28
2020-04-22,1473,131
2020-04-23,1778,-21
2020-04-24,1895,56
2020-04-25,2121,-16
2020-04-26,2249,-26
2020-04-27,2344,66
2020-04-28,2583,-55
2020-04-29,2654,150
2020-04-30,3047,143
2020-05-01,3518,-12
2020-05-02,3789,16
2020-05-03,4081,-41
2020-05-04,4275,-48
2020-05-05,4431,99
2020-05-06,4821,207
2020-05-07,5466,-77
2020-05-08,5736,173
2020-05-09,6378,387
2020-05-10,7487,112
2020-05-11,8320,-176
2020-05-12,8668,-142
2020-05-13,8941,171
2020-05-14,9682,119
2020-05-15,10455,284
2020-05-16,11586,6
2020-05-17,12393,99
2020-05-18,13342,-104
2020-05-19,13991,207
2020-05-20,15119,-5
2020-05-21,16019,39
2020-05-22,16999,213
2020-05-23,18322,445
2020-05-24,20188,1003
2020-05-25,23271,-485
2020-05-26,24303,-25
2020-05-27,25747,398
2020-05-28,27912,67
2020-05-29,29754,728
2020-05-30,32775,-155
2020-05-31,34689,-50
2020-06-01,36657,-1360
2020-06-02,36358,267
2020-06-03,38185,-11
2020-06-04,39917,712
2020-06-05,43058,255
2020-06-06,45950,-480
2020-06-07,47768,-175
2020-06-08,49903,-49903
2020-06-09,51831,+
2020-06-10,53749,+
2020-06-11,55691,+
2020-06-12,57684,+
2020-06-13,59745,+
2020-06-14,61890,+
2020-06-15,64131,+
2020-06-16,66477,+
2020-06-17,68939,+
2020-06-18,71523,+
2020-06-19,74238,+
2020-06-20,77091,+
2020-06-21,80092,+
2020-06-22,83247,+
2020-06-23,86566,+
