Data,Saida_Estimada,Data
2020-03-28,34,2020-03-28
2020-03-29,37,2020-03-29
2020-03-30,40,2020-03-30
2020-03-31,38,2020-03-31
2020-04-01,40,2020-04-01
2020-04-02,43,2020-04-02
2020-04-03,47,2020-04-03
2020-04-04,51,2020-04-04
2020-04-05,61,2020-04-05
2020-04-06,71,2020-04-06
2020-04-07,81,2020-04-07
2020-04-08,87,2020-04-08
2020-04-09,98,2020-04-09
2020-04-10,34,2020-04-10
2020-04-11,34,2020-04-11
2020-04-12,39,2020-04-12
2020-04-13,42,2020-04-13
2020-04-14,36,2020-04-14
2020-04-15,41,2020-04-15
2020-04-16,45,2020-04-16
2020-04-17,50,2020-04-17
2020-04-18,54,2020-04-18
2020-04-19,69,2020-04-19
2020-04-20,80,2020-04-20
2020-04-21,90,2020-04-21
2020-04-22,92,2020-04-22
2020-04-23,107,2020-04-23
2020-04-24,132,2020-04-24
2020-04-25,153,2020-04-25
2020-04-26,160,2020-04-26
2020-04-27,179,2020-04-27
2020-04-28,189,2020-04-28
2020-04-29,193,2020-04-29
2020-04-30,207,2020-04-30
2020-05-01,227,2020-05-01
2020-05-02,239,2020-05-02
2020-05-03,248,2020-05-03
2020-05-04,270,2020-05-04
2020-05-05,285,2020-05-05
2020-05-06,305,2020-05-06
2020-05-07,316,2020-05-07
2020-05-08,343,2020-05-08
2020-05-09,339,2020-05-09
2020-05-10,359,2020-05-10
2020-05-11,378,2020-05-11
2020-05-12,394,2020-05-12
2020-05-13,408,2020-05-13
2020-05-14,410,2020-05-14
2020-05-15,425,2020-05-15
2020-05-16,452,2020-05-16
2020-05-17,461,2020-05-17
2020-05-18,477,2020-05-18
2020-05-19,486,2020-05-19
2020-05-20,493,2020-05-20
2020-05-21,496,2020-05-21
2020-05-22,504,2020-05-22
2020-05-23,520,2020-05-23
2020-05-24,525,2020-05-24
2020-05-25,522,2020-05-25
2020-05-26,524,2020-05-26
2020-05-27,527,2020-05-27
2020-05-28,529,2020-05-28
2020-05-29,531,2020-05-29
2020-05-30,542,2020-05-30
2020-05-31,541,2020-05-31
2020-06-01,550,2020-06-01
2020-06-02,554,2020-06-02
2020-06-03,565,2020-06-03
2020-06-04,573,2020-06-04
2020-06-05,582,2020-06-05
2020-06-06,591,2020-06-06
2020-06-07,600,2020-06-07
'2020-06-08',610,+
'2020-06-09',620,+
'2020-06-10',631,+
'2020-06-11',642,+
'2020-06-12',653,+
'2020-06-13',664,+
'2020-06-14',676,+
'2020-06-15',688,+
'2020-06-16',700,+
'2020-06-17',712,+
'2020-06-18',725,+
