Data,Saida_Estimada,Data
2020-04-29,2,2020-04-29
2020-04-30,1,2020-04-30
2020-05-01,2,2020-05-01
2020-05-02,2,2020-05-02
2020-05-03,3,2020-05-03
2020-05-04,2,2020-05-04
2020-05-05,3,2020-05-05
2020-05-06,3,2020-05-06
2020-05-07,2,2020-05-07
2020-05-08,8,2020-05-08
2020-05-09,21,2020-05-09
2020-05-10,23,2020-05-10
2020-05-11,24,2020-05-11
2020-05-12,23,2020-05-12
2020-05-13,34,2020-05-13
2020-05-14,33,2020-05-14
2020-05-15,35,2020-05-15
2020-05-16,41,2020-05-16
2020-05-17,42,2020-05-17
2020-05-18,43,2020-05-18
2020-05-19,58,2020-05-19
2020-05-20,59,2020-05-20
2020-05-21,58,2020-05-21
2020-05-22,63,2020-05-22
2020-05-23,67,2020-05-23
2020-05-24,68,2020-05-24
2020-05-25,122,2020-05-25
2020-05-26,126,2020-05-26
2020-05-27,125,2020-05-27
2020-05-28,128,2020-05-28
2020-05-30,129,2020-05-29
'2020-05-31',137,+
'2020-06-01',146,+
'2020-06-02',156,+
'2020-06-03',167,+
'2020-06-04',178,+
'2020-06-05',190,+
'2020-06-06',203,+
'2020-06-07',217,+
'2020-06-08',232,+
'2020-06-09',247,+
'2020-06-10',264,+
'2020-06-11',283,+
'2020-06-12',303,+
'2020-06-13',324,+
'2020-06-14',346,+
'2020-06-15',370,+
'2020-06-16',396,+
'2020-06-17',423,+
'2020-06-18',453,+
'2020-06-19',484,+
'2020-06-20',518,+
'2020-06-21',554,+
'2020-06-22',592,+
'2020-06-23',634,+
'2020-06-24',678,+
