Data,Saida_Estimada,Data
2020-03-27,0,2020-03-27
2020-03-28,28,2020-03-28
2020-03-29,31,2020-03-29
2020-03-30,38,2020-03-30
2020-03-31,40,2020-03-31
2020-04-01,41,2020-04-01
2020-04-02,41,2020-04-02
2020-04-03,46,2020-04-03
2020-04-04,46,2020-04-04
2020-04-05,47,2020-04-05
2020-04-06,49,2020-04-06
2020-04-07,50,2020-04-07
2020-04-08,57,2020-04-08
2020-04-09,56,2020-04-09
2020-04-10,58,2020-04-10
2020-04-11,66,2020-04-11
2020-04-12,68,2020-04-12
2020-04-13,67,2020-04-13
2020-04-14,78,2020-04-14
2020-04-15,77,2020-04-15
2020-04-16,84,2020-04-16
2020-04-17,94,2020-04-17
2020-04-18,96,2020-04-18
2020-04-19,113,2020-04-19
2020-04-20,117,2020-04-20
2020-04-21,119,2020-04-21
2020-04-22,121,2020-04-22
2020-04-23,122,2020-04-23
2020-04-24,128,2020-04-24
2020-04-25,141,2020-04-25
2020-04-26,142,2020-04-26
2020-04-27,159,2020-04-27
2020-04-28,159,2020-04-28
2020-04-29,161,2020-04-29
2020-04-30,161,2020-04-30
2020-05-01,163,2020-05-01
2020-05-02,170,2020-05-02
2020-05-03,172,2020-05-03
2020-05-04,175,2020-05-04
2020-05-05,175,2020-05-05
2020-05-06,180,2020-05-06
2020-05-07,181,2020-05-07
2020-05-08,197,2020-05-08
2020-05-09,211,2020-05-09
2020-05-10,226,2020-05-10
2020-05-11,237,2020-05-11
2020-05-12,257,2020-05-12
2020-05-13,272,2020-05-13
2020-05-14,287,2020-05-14
2020-05-15,301,2020-05-15
2020-05-16,317,2020-05-16
2020-05-17,326,2020-05-17
2020-05-18,377,2020-05-18
2020-05-19,390,2020-05-19
2020-05-20,402,2020-05-20
2020-05-21,426,2020-05-21
2020-05-22,455,2020-05-22
2020-05-23,480,2020-05-23
2020-05-24,527,2020-05-24
2020-05-25,543,2020-05-25
2020-05-26,572,2020-05-26
2020-05-27,595,2020-05-27
2020-05-28,631,2020-05-28
2020-05-29,660,2020-05-29
2020-05-30,676,2020-05-30
2020-05-31,690,2020-05-31
2020-06-01,705,2020-06-01
2020-06-02,730,2020-06-02
2020-06-03,742,2020-06-03
2020-06-04,766,2020-06-04
2020-06-05,787,2020-06-05
2020-06-06,801,2020-06-06
2020-06-07,838,2020-06-07
2020-06-08,851,2020-06-08
2020-06-09,868,2020-06-09
2020-06-10,907,2020-06-10
2020-06-11,931,2020-06-11
2020-06-12,1086,2020-06-12
2020-06-13,1135,2020-06-13
2020-06-14,1207,2020-06-14
2020-06-15,1253,2020-06-15
2020-06-16,1295,2020-06-16
2020-06-17,1407,2020-06-17
2020-06-18,1531,2020-06-18
2020-06-19,1547,2020-06-19
2020-06-20,1701,2020-06-20
2020-06-21,1847,2020-06-21
2020-06-22,1941,2020-06-22
2020-06-23,2034,2020-06-23
2020-06-24,2216,2020-06-24
2020-06-25,2358,2020-06-25
2020-06-26,2509,2020-06-26
2020-06-27,2697,2020-06-27
2020-06-28,2957,2020-06-28
2020-06-29,3043,2020-06-29
2020-06-30,3124,2020-06-30
2020-07-01,3309,2020-07-01
2020-07-02,3737,2020-07-02
2020-07-03,3874,2020-07-03
2020-07-04,4057,2020-07-04
2020-07-05,4438,2020-07-05
2020-07-06,4491,2020-07-06
2020-07-07,4604,2020-07-07
2020-07-08,4916,2020-07-08
2020-07-09,5165,2020-07-09
2020-07-10,5478,2020-07-10
2020-07-11,5834,2020-07-11
2020-07-12,6205,2020-07-12
2020-07-13,6332,2020-07-13
2020-07-14,6534,2020-07-14
2020-07-15,6848,2020-07-15
'2020-07-16',7313,+
'2020-07-17',7687,+
'2020-07-18',8079,+
'2020-07-19',8491,+
'2020-07-20',8924,+
'2020-07-21',9379,+
'2020-07-22',9858,+
'2020-07-23',10361,+
'2020-07-24',10889,+
'2020-07-25',11445,+
'2020-07-26',12029,+
'2020-07-27',12642,+
'2020-07-28',13287,+
'2020-07-29',13965,+
'2020-07-30',14677,+
'2020-07-31',15426,+
