Data,Saida_Estimada,Data
2020-03-28,99,2020-03-28
2020-03-29,105,2020-03-29
2020-03-30,122,2020-03-30
2020-03-31,148,2020-03-31
2020-04-01,161,2020-04-01
2020-04-02,197,2020-04-02
2020-04-03,230,2020-04-03
2020-04-04,308,2020-04-04
2020-04-05,394,2020-04-05
2020-04-06,476,2020-04-06
2020-04-07,532,2020-04-07
2020-04-08,604,2020-04-08
2020-04-09,728,2020-04-09
2020-04-10,899,2020-04-10
2020-04-11,986,2020-04-11
2020-04-12,1152,2020-04-12
2020-04-13,1288,2020-04-13
2020-04-14,1360,2020-04-14
2020-04-15,1451,2020-04-15
2020-04-16,1506,2020-04-16
2020-04-17,1578,2020-04-17
2020-04-18,1707,2020-04-18
2020-04-19,1842,2020-04-19
2020-04-20,1959,2020-04-20
2020-04-21,2026,2020-04-21
2020-04-22,2099,2020-04-22
2020-04-23,2279,2020-04-23
2020-04-24,2436,2020-04-24
2020-04-25,2580,2020-04-25
2020-04-26,2750,2020-04-26
2020-04-27,2991,2020-04-27
2020-04-28,3113,2020-04-28
2020-04-29,3282,2020-04-29
2020-04-30,3468,2020-04-30
2020-05-01,3511,2020-05-01
2020-05-02,3806,2020-05-02
2020-05-03,4019,2020-05-03
2020-05-04,4243,2020-05-04
2020-05-05,4467,2020-05-05
2020-05-06,4782,2020-05-06
2020-05-07,5063,2020-05-07
2020-05-08,5401,2020-05-08
2020-05-09,5710,2020-05-09
2020-05-10,6000,2020-05-10
2020-05-11,6356,2020-05-11
2020-05-12,7176,2020-05-12
2020-05-13,7512,2020-05-13
2020-05-14,7809,2020-05-14
2020-05-15,8373,2020-05-15
2020-05-16,8853,2020-05-16
2020-05-17,9440,2020-05-17
2020-05-18,9863,2020-05-18
2020-05-19,10309,2020-05-19
2020-05-20,10912,2020-05-20
2020-05-21,11554,2020-05-21
2020-05-22,12232,2020-05-22
2020-05-23,12951,2020-05-23
2020-05-24,13712,2020-05-24
2020-05-25,14517,2020-05-25
2020-05-26,15370,2020-05-26
2020-05-27,16273,2020-05-27
2020-05-28,17229,2020-05-28
2020-05-29,18241,2020-05-29
2020-05-30,19312,2020-05-30
2020-05-31,20446,2020-05-31
2020-06-01,21648,2020-06-01
2020-06-02,22919,2020-06-02
2020-06-03,24265,2020-06-03
