Data,Saida_Estimada,Data
2020-02-25,0,2020-02-25
2020-02-26,0,2020-02-26
2020-02-27,0,2020-02-27
2020-02-28,0,2020-02-28
2020-02-29,0,2020-02-29
2020-03-01,0,2020-03-01
2020-03-02,0,2020-03-02
2020-03-03,0,2020-03-03
2020-03-04,0,2020-03-04
2020-03-05,1,2020-03-05
2020-03-06,1,2020-03-06
2020-03-07,2,2020-03-07
2020-03-08,3,2020-03-08
2020-03-09,3,2020-03-09
2020-03-10,3,2020-03-10
2020-03-11,9,2020-03-11
2020-03-12,14,2020-03-12
2020-03-13,16,2020-03-13
2020-03-14,16,2020-03-14
2020-03-15,23,2020-03-15
2020-03-16,24,2020-03-16
2020-03-17,32,2020-03-17
2020-03-18,33,2020-03-18
2020-03-19,48,2020-03-19
2020-03-20,69,2020-03-20
2020-03-21,119,2020-03-21
2020-03-22,122,2020-03-22
2020-03-23,202,2020-03-23
2020-03-24,245,2020-03-24
2020-03-25,323,2020-03-25
2020-03-26,387,2020-03-26
2020-03-27,435,2020-03-27
2020-03-28,513,2020-03-28
2020-03-29,577,2020-03-29
2020-03-30,614,2020-03-30
2020-03-31,675,2020-03-31
2020-04-01,725,2020-04-01
2020-04-02,866,2020-04-02
2020-04-03,1035,2020-04-03
2020-04-04,1101,2020-04-04
2020-04-05,1294,2020-04-05
2020-04-06,1439,2020-04-06
2020-04-07,1489,2020-04-07
2020-04-08,1752,2020-04-08
2020-04-09,2010,2020-04-09
2020-04-10,2296,2020-04-10
2020-04-11,2540,2020-04-11
2020-04-12,2662,2020-04-12
2020-04-13,2935,2020-04-13
2020-04-14,3342,2020-04-14
2020-04-15,3480,2020-04-15
2020-04-16,3849,2020-04-16
2020-04-17,4024,2020-04-17
2020-04-18,4477,2020-04-18
2020-04-19,4627,2020-04-19
2020-04-20,4857,2020-04-20
2020-04-21,4973,2020-04-21
2020-04-22,5443,2020-04-22
2020-04-23,5657,2020-04-23
2020-04-24,6363,2020-04-24
2020-04-25,6364,2020-04-25
2020-04-26,7009,2020-04-26
2020-04-27,7238,2020-04-27
2020-04-28,8198,2020-04-28
2020-04-29,8704,2020-04-29
2020-04-30,9030,2020-04-30
2020-05-01,9667,2020-05-01
2020-05-02,10415,2020-05-02
2020-05-03,10726,2020-05-03
2020-05-04,11371,2020-05-04
2020-05-05,11956,2020-05-05
2020-05-06,12651,2020-05-06
2020-05-07,13614,2020-05-07
2020-05-08,14474,2020-05-08
2020-05-09,16230,2020-05-09
2020-05-10,17343,2020-05-10
2020-05-11,17250,2020-05-11
2020-05-12,18296,2020-05-12
2020-05-13,18777,2020-05-13
2020-05-14,18955,2020-05-14
2020-05-15,19808,2020-05-15
2020-05-16,20286,2020-05-16
2020-05-17,22151,2020-05-17
2020-05-18,22583,2020-05-18
2020-05-19,27870,2020-05-19
2020-05-20,28311,2020-05-20
2020-05-21,31210,2020-05-21
2020-05-22,32760,2020-05-22
2020-05-23,34227,2020-05-23
2020-05-24,35060,2020-05-24
2020-05-25,38996,2020-05-25
2020-05-26,39965,2020-05-26
2020-05-27,40555,2020-05-27
2020-05-28,43307,2020-05-28
2020-05-29,45843,2020-05-29
2020-05-30,49064,2020-05-30
2020-05-31,53875,2020-05-31
2020-06-01,54096,2020-06-01
2020-06-02,55286,2020-06-02
2020-06-03,57738,2020-06-03
2020-06-04,60336,2020-06-04
2020-06-05,61867,2020-06-05
2020-06-06,64117,2020-06-06
2020-06-07,65453,2020-06-07
2020-06-08,69086,2020-06-08
2020-06-09,70525,2020-06-09
2020-06-10,74413,2020-06-10
2020-06-11,75370,2020-06-11
2020-06-12,76786,2020-06-12
2020-06-13,78945,2020-06-13
2020-06-14,79800,2020-06-14
2020-06-15,80475,2020-06-15
2020-06-16,82000,2020-06-16
2020-06-17,84640,2020-06-17
2020-06-18,88558,2020-06-18
2020-06-19,88210,2020-06-19
2020-06-20,95560,2020-06-20
2020-06-21,96897,2020-06-21
2020-06-22,97161,2020-06-22
2020-06-23,98795,2020-06-23
2020-06-24,102524,2020-06-24
2020-06-25,105028,2020-06-25
2020-06-26,107407,2020-06-26
2020-06-27,110073,2020-06-27
2020-06-28,109887,2020-06-28
2020-06-29,112878,2020-06-29
2020-06-30,113056,2020-06-30
2020-07-01,113821,2020-07-01
2020-07-02,116932,2020-07-02
2020-07-03,118249,2020-07-03
2020-07-04,120529,2020-07-04
2020-07-05,121887,2020-07-05
2020-07-06,122611,2020-07-06
2020-07-07,123146,2020-07-07
2020-07-08,125723,2020-07-08
2020-07-09,127995,2020-07-09
2020-07-10,129955,2020-07-10
2020-07-11,130895,2020-07-11
2020-07-12,130938,2020-07-12
2020-07-13,130899,2020-07-13
2020-07-14,133789,2020-07-14
2020-07-15,134232,2020-07-15
2020-07-16,136058,2020-07-16
2020-07-17,135859,2020-07-17
2020-07-18,136637,2020-07-18
2020-07-19,136495,2020-07-19
2020-07-20,140531,2020-07-20
'2020-07-21',142860,+
'2020-07-22',144597,+
'2020-07-23',146325,+
'2020-07-24',148068,+
'2020-07-25',149830,+
'2020-07-26',151612,+
'2020-07-27',153416,+
'2020-07-28',155241,+
'2020-07-29',157088,+
'2020-07-30',158957,+
'2020-07-31',160848,+
'2020-08-01',162762,+
'2020-08-02',164698,+
'2020-08-03',166657,+
'2020-08-04',168640,+
'2020-08-05',170646,+
