Data,Saida_Estimada,Data
2020-02-25,0,2020-02-25
2020-02-26,0,2020-02-26
2020-02-27,0,2020-02-27
2020-02-28,0,2020-02-28
2020-02-29,0,2020-02-29
2020-03-01,0,2020-03-01
2020-03-02,0,2020-03-02
2020-03-03,0,2020-03-03
2020-03-04,0,2020-03-04
2020-03-05,0,2020-03-05
2020-03-06,0,2020-03-06
2020-03-07,1,2020-03-07
2020-03-08,2,2020-03-08
2020-03-09,2,2020-03-09
2020-03-10,2,2020-03-10
2020-03-11,2,2020-03-11
2020-03-12,2,2020-03-12
2020-03-13,2,2020-03-13
2020-03-14,2,2020-03-14
2020-03-15,2,2020-03-15
2020-03-16,2,2020-03-16
2020-03-17,2,2020-03-17
2020-03-18,3,2020-03-18
2020-03-19,3,2020-03-19
2020-03-20,31,2020-03-20
2020-03-21,34,2020-03-21
2020-03-22,42,2020-03-22
2020-03-23,51,2020-03-23
2020-03-24,65,2020-03-24
2020-03-25,79,2020-03-25
2020-03-26,87,2020-03-26
2020-03-27,108,2020-03-27
2020-03-28,119,2020-03-28
2020-03-29,132,2020-03-29
2020-03-30,160,2020-03-30
2020-03-31,183,2020-03-31
2020-04-01,221,2020-04-01
2020-04-02,256,2020-04-02
2020-04-03,278,2020-04-03
2020-04-04,293,2020-04-04
2020-04-05,345,2020-04-05
2020-04-06,417,2020-04-06
2020-04-07,449,2020-04-07
2020-04-08,475,2020-04-08
2020-04-09,517,2020-04-09
2020-04-10,582,2020-04-10
2020-04-11,629,2020-04-11
2020-04-12,661,2020-04-12
2020-04-13,701,2020-04-13
2020-04-14,753,2020-04-14
2020-04-15,791,2020-04-15
2020-04-16,840,2020-04-16
2020-04-17,990,2020-04-17
2020-04-18,1103,2020-04-18
2020-04-19,1242,2020-04-19
2020-04-20,1282,2020-04-20
2020-04-21,1397,2020-04-21
2020-04-22,1550,2020-04-22
2020-04-23,1712,2020-04-23
2020-04-24,1863,2020-04-24
2020-04-25,2043,2020-04-25
2020-04-26,2168,2020-04-26
2020-04-27,2301,2020-04-27
2020-04-28,2452,2020-04-28
2020-04-29,2646,2020-04-29
2020-04-30,2757,2020-04-30
2020-05-01,2970,2020-05-01
2020-05-02,3214,2020-05-02
2020-05-03,3404,2020-05-03
2020-05-04,3641,2020-05-04
2020-05-05,3890,2020-05-05
2020-05-06,4209,2020-05-06
2020-05-07,4481,2020-05-07
2020-05-08,4718,2020-05-08
2020-05-09,5020,2020-05-09
2020-05-10,5391,2020-05-10
2020-05-11,5791,2020-05-11
2020-05-12,6053,2020-05-12
2020-05-13,6464,2020-05-13
2020-05-14,6822,2020-05-14
2020-05-15,7247,2020-05-15
2020-05-16,8462,2020-05-16
2020-05-17,8666,2020-05-17
2020-05-18,8801,2020-05-18
2020-05-19,8945,2020-05-19
2020-05-20,11457,2020-05-20
2020-05-21,11672,2020-05-21
2020-05-22,12442,2020-05-22
2020-05-23,13086,2020-05-23
2020-05-24,13549,2020-05-24
2020-05-25,14482,2020-05-25
2020-05-26,14806,2020-05-26
2020-05-27,15183,2020-05-27
2020-05-28,15707,2020-05-28
2020-05-29,16634,2020-05-29
2020-05-30,17628,2020-05-30
2020-05-31,18370,2020-05-31
2020-06-01,19168,2020-06-01
2020-06-02,19698,2020-06-02
2020-06-03,22318,2020-06-03
2020-06-04,23398,2020-06-04
2020-06-05,24453,2020-06-05
2020-06-06,27515,2020-06-06
2020-06-07,28554,2020-06-07
2020-06-08,29446,2020-06-08
2020-06-09,29934,2020-06-09
2020-06-10,31762,2020-06-10
2020-06-11,34056,2020-06-11
2020-06-12,35323,2020-06-12
2020-06-13,36135,2020-06-13
2020-06-14,37302,2020-06-14
2020-06-15,37947,2020-06-15
'2020-06-16',39211,+
'2020-06-17',40866,+
'2020-06-18',42592,+
'2020-06-19',44391,+
'2020-06-20',46266,+
'2020-06-21',48220,+
'2020-06-22',50256,+
'2020-06-23',52379,+
'2020-06-24',54591,+
'2020-06-25',56896,+
'2020-06-26',59299,+
'2020-06-27',61804,+
'2020-06-28',64414,+
'2020-06-29',67134,+
'2020-06-30',69970,+
'2020-07-01',72925,+
