Data,SURSRSCA43010
2020-03-27,0.0
2020-03-28,111.0
2020-03-29,137.0
2020-03-30,147.0
2020-03-31,166.0
2020-04-01,195.0
2020-04-02,218.0
2020-04-03,250.0
2020-04-04,251.0
2020-04-05,259.0
2020-04-06,277.0
2020-04-07,285.0
2020-04-08,299.0
2020-04-09,332.0
2020-04-10,336.0
2020-04-11,335.0
2020-04-12,344.0
2020-04-13,347.0
2020-04-14,361.0
2020-04-15,383.0
2020-04-16,399.0
2020-04-17,410.0
2020-04-18,414.0
2020-04-19,421.0
2020-04-20,436.0
2020-04-21,441.0
2020-04-22,444.0
2020-04-23,452.0
2020-04-24,472.0
2020-04-25,477.0
2020-04-26,483.0
2020-04-27,491.0
2020-04-28,505.0
2020-04-29,513.0
2020-04-30,520.0
2020-05-01,523.0
2020-05-02,530.0
2020-05-03,529.0
2020-05-04,537.0
2020-05-05,545.0
2020-05-06,555.0
2020-05-07,568.0
2020-05-08,587.0
2020-05-09,589.0
2020-05-10,600.0
2020-05-11,603.0
2020-05-12,651.0
2020-05-13,651.0
2020-05-14,674.0
2020-05-15,697.0
2020-05-16,723.0
2020-05-17,730.0
2020-05-18,730.0
2020-05-19,732.0
2020-05-20,756.0
2020-05-21,760.0
2020-05-22,771.0
2020-05-23,775.0
2020-05-24,776.0
2020-05-25,778.0
2020-05-26,789.0
2020-05-27,797.0
2020-05-28,823.0
2020-05-29,879.0
2020-05-30,997.0
2020-05-31,1012.0
2020-06-01,1012.0
2020-06-02,1044.0
2020-06-03,1093.0
2020-06-04,1284.0
2020-06-05,1429.0
2020-06-06,1499.0
2020-06-07,1531.0
2020-06-08,1536.0
2020-06-09,1559.0
2020-06-10,1690.0
2020-06-11,1771.0
2020-06-12,1783.0
2020-06-13,1833.0
2020-06-14,1843.0
2020-06-15,1907.0
2020-06-16,2130.0
2020-06-17,2218.0
2020-06-18,2284.0
2020-06-19,2404.0
2020-06-20,2464.0
2020-06-21,2472.0
