Data,NECERSCA23022
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,1.0
2020-03-31,1.0
2020-04-01,1.0
2020-04-02,1.0
2020-04-03,1.0
2020-04-04,5.0
2020-04-05,5.0
2020-04-06,9.0
2020-04-07,9.0
2020-04-08,9.0
2020-04-09,10.0
2020-04-10,10.0
2020-04-11,10.0
2020-04-12,11.0
2020-04-13,12.0
2020-04-14,11.0
2020-04-15,17.0
2020-04-16,22.0
2020-04-17,26.0
2020-04-18,27.0
2020-04-19,40.0
2020-04-20,40.0
2020-04-21,47.0
2020-04-22,47.0
2020-04-23,50.0
2020-04-24,60.0
2020-04-25,67.0
2020-04-26,83.0
2020-04-27,108.0
2020-04-28,118.0
2020-04-29,121.0
2020-04-30,123.0
2020-05-01,127.0
2020-05-02,132.0
2020-05-03,134.0
2020-05-04,238.0
2020-05-05,249.0
2020-05-06,266.0
2020-05-07,307.0
2020-05-08,340.0
2020-05-09,367.0
2020-05-10,391.0
2020-05-11,422.0
2020-05-12,432.0
2020-05-13,449.0
2020-05-14,477.0
2020-05-15,508.0
2020-05-16,558.0
2020-05-17,570.0
2020-05-18,623.0
2020-05-19,657.0
2020-05-20,707.0
2020-05-21,724.0
2020-05-22,786.0
2020-05-23,791.0
2020-05-24,795.0
2020-05-25,799.0
2020-05-26,814.0
2020-05-27,819.0
2020-05-28,826.0
2020-05-29,842.0
2020-05-30,1096.0
2020-05-31,1136.0
2020-06-01,1247.0
2020-06-02,1385.0
2020-06-03,1534.0
2020-06-04,1742.0
2020-06-05,1838.0
2020-06-06,2051.0
2020-06-07,2095.0
2020-06-08,2177.0
2020-06-09,2362.0
2020-06-10,2445.0
2020-06-11,2622.0
2020-06-12,2742.0
2020-06-13,2798.0
2020-06-14,2870.0
2020-06-15,2939.0
2020-06-16,2980.0
2020-06-17,3085.0
2020-06-18,3133.0
2020-06-19,3252.0
2020-06-20,3350.0
2020-06-21,3371.0
2020-06-22,3382.0
2020-06-23,3520.0
2020-06-24,3619.0
2020-06-25,3675.0
2020-06-26,3753.0
2020-06-27,3833.0
2020-06-28,3935.0
2020-06-29,3960.0
2020-06-30,3999.0
2020-07-01,4070.0
2020-07-02,4126.0
2020-07-03,4193.0
2020-07-04,4236.0
2020-07-05,4272.0
2020-07-06,4324.0
2020-07-07,4364.0
2020-07-08,4435.0
2020-07-09,4461.0
2020-07-10,4506.0
2020-07-11,4562.0
2020-07-12,4585.0
2020-07-13,4595.0
2020-07-14,4600.0
2020-07-15,4642.0
2020-07-16,4710.0
2020-07-17,4747.0
