Data,NEMARSCA21009
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,1.0
2020-04-09,2.0
2020-04-10,2.0
2020-04-11,3.0
2020-04-12,4.0
2020-04-13,4.0
2020-04-14,4.0
2020-04-15,4.0
2020-04-16,5.0
2020-04-17,6.0
2020-04-18,10.0
2020-04-19,12.0
2020-04-20,13.0
2020-04-21,15.0
2020-04-22,15.0
2020-04-23,22.0
2020-04-24,22.0
2020-04-25,24.0
2020-04-26,24.0
2020-04-27,26.0
2020-04-28,28.0
2020-04-29,38.0
2020-04-30,43.0
2020-05-01,50.0
2020-05-02,57.0
2020-05-03,62.0
2020-05-04,69.0
2020-05-05,81.0
2020-05-06,91.0
2020-05-07,103.0
2020-05-08,120.0
2020-05-09,158.0
2020-05-10,167.0
2020-05-11,177.0
2020-05-12,237.0
2020-05-13,271.0
2020-05-14,280.0
2020-05-15,291.0
2020-05-16,356.0
2020-05-17,372.0
2020-05-18,462.0
2020-05-19,499.0
2020-05-20,578.0
2020-05-21,696.0
2020-05-22,719.0
2020-05-23,865.0
2020-05-24,972.0
2020-05-25,976.0
2020-05-26,1105.0
2020-05-27,1195.0
2020-05-28,1340.0
2020-05-29,1597.0
2020-05-30,1700.0
2020-05-31,1766.0
2020-06-01,1774.0
2020-06-02,1920.0
2020-06-03,1963.0
2020-06-04,2033.0
2020-06-05,2068.0
2020-06-06,2301.0
2020-06-07,2308.0
2020-06-08,2422.0
2020-06-09,2653.0
2020-06-10,2668.0
2020-06-11,2897.0
2020-06-12,2888.0
2020-06-13,2916.0
2020-06-14,2962.0
2020-06-15,2963.0
2020-06-16,3157.0
2020-06-17,3231.0
2020-06-18,3284.0
2020-06-19,3381.0
2020-06-20,3387.0
2020-06-21,3411.0
2020-06-22,3419.0
2020-06-23,3478.0
2020-06-24,3504.0
2020-06-25,3532.0
2020-06-26,3568.0
2020-06-27,3642.0
2020-06-28,3646.0
2020-06-29,3707.0
2020-06-30,3768.0
2020-07-01,3850.0
2020-07-02,4083.0
2020-07-03,4192.0
2020-07-04,4235.0
2020-07-05,4246.0
2020-07-06,4258.0
2020-07-07,4360.0
2020-07-08,4410.0
2020-07-09,4573.0
2020-07-10,4639.0
2020-07-11,4681.0
2020-07-12,4681.0
