Data,SESPRSOA35016
2020-03-27,0.0
2020-03-28,76.0
2020-03-29,89.0
2020-03-30,103.0
2020-03-31,121.0
2020-04-01,144.0
2020-04-02,164.0
2020-04-03,186.0
2020-04-04,212.0
2020-04-05,220.0
2020-04-06,244.0
2020-04-07,296.0
2020-04-08,339.0
2020-04-09,384.0
2020-04-10,409.0
2020-04-11,422.0
2020-04-12,445.0
2020-04-13,456.0
2020-04-14,512.0
2020-04-15,558.0
2020-04-16,603.0
2020-04-17,643.0
2020-04-18,686.0
2020-04-19,700.0
2020-04-20,715.0
2020-04-21,753.0
2020-04-22,778.0
2020-04-23,912.0
2020-04-24,1010.0
2020-04-25,1099.0
2020-04-26,1114.0
2020-04-27,1172.0
2020-04-28,1321.0
2020-04-29,1439.0
2020-04-30,1522.0
2020-05-01,1607.0
2020-05-02,1661.0
2020-05-03,1673.0
2020-05-04,1683.0
2020-05-05,1801.0
2020-05-06,1910.0
2020-05-07,1986.0
2020-05-08,2110.0
2020-05-09,2223.0
2020-05-10,2266.0
2020-05-11,2283.0
2020-05-12,2407.0
2020-05-13,2496.0
2020-05-14,2596.0
2020-05-15,2674.0
2020-05-16,2792.0
2020-05-17,2835.0
2020-05-18,2856.0
2020-05-19,3029.0
2020-05-20,3135.0
2020-05-21,3238.0
2020-05-22,3352.0
2020-05-23,3491.0
2020-05-24,3534.0
2020-05-25,3555.0
2020-05-26,3691.0
2020-05-27,3826.0
2020-05-28,3958.0
2020-05-29,4116.0
2020-05-30,4239.0
2020-05-31,4280.0
2020-06-01,4304.0
2020-06-02,4443.0
2020-06-03,4564.0
2020-06-04,4674.0
2020-06-05,4805.0
2020-06-06,4901.0
2020-06-07,4920.0
2020-06-08,4937.0
2020-06-09,5073.0
2020-06-10,5232.0
2020-06-11,5357.0
2020-06-12,5480.0
2020-06-13,5599.0
2020-06-14,5623.0
2020-06-15,5652.0
2020-06-16,5819.0
2020-06-17,5959.0
2020-06-18,6097.0
2020-06-19,6255.0
2020-06-20,6371.0
2020-06-21,6387.0
2020-06-22,6404.0
2020-06-23,6583.0
2020-06-24,6675.0
2020-06-25,6794.0
2020-06-26,6880.0
2020-06-27,6982.0
2020-06-28,7003.0
2020-06-29,7026.0
2020-06-30,7162.0
2020-07-01,7258.0
2020-07-02,7370.0
2020-07-03,7479.0
2020-07-04,7597.0
2020-07-05,7621.0
2020-07-06,7634.0
2020-07-07,7743.0
2020-07-08,7864.0
2020-07-09,7964.0
2020-07-10,8089.0
2020-07-11,8176.0
2020-07-12,8212.0
2020-07-13,8231.0
2020-07-14,8336.0
2020-07-15,8451.0
2020-07-16,8585.0
2020-07-17,8696.0
2020-07-18,8770.0
2020-07-19,8778.0
2020-07-20,8799.0
2020-07-21,8920.0
2020-07-22,9025.0
