Data,SUSCRSCA42002
2020-03-27,0.0
2020-03-28,5.0
2020-03-29,5.0
2020-03-30,5.0
2020-03-31,5.0
2020-04-01,5.0
2020-04-02,5.0
2020-04-03,5.0
2020-04-04,6.0
2020-04-05,6.0
2020-04-06,7.0
2020-04-07,7.0
2020-04-08,7.0
2020-04-09,7.0
2020-04-10,7.0
2020-04-11,7.0
2020-04-12,7.0
2020-04-13,7.0
2020-04-14,7.0
2020-04-15,7.0
2020-04-16,7.0
2020-04-17,8.0
2020-04-18,7.0
2020-04-19,7.0
2020-04-20,7.0
2020-04-21,7.0
2020-04-22,7.0
2020-04-23,7.0
2020-04-24,7.0
2020-04-25,7.0
2020-04-26,12.0
2020-04-27,23.0
2020-04-28,28.0
2020-04-29,41.0
2020-04-30,41.0
2020-05-01,57.0
2020-05-02,107.0
2020-05-03,107.0
2020-05-04,162.0
2020-05-05,178.0
2020-05-06,210.0
2020-05-07,239.0
2020-05-08,274.0
2020-05-09,321.0
2020-05-10,340.0
2020-05-11,374.0
2020-05-12,394.0
2020-05-13,402.0
2020-05-14,486.0
2020-05-15,514.0
2020-05-16,553.0
2020-05-17,582.0
2020-05-18,674.0
2020-05-19,702.0
2020-05-20,712.0
2020-05-21,740.0
2020-05-22,765.0
2020-05-23,765.0
2020-05-24,837.0
2020-05-25,907.0
2020-05-26,986.0
2020-05-27,1026.0
2020-05-28,1087.0
2020-05-29,1119.0
2020-05-30,1152.0
2020-05-31,1164.0
2020-06-01,1187.0
2020-06-02,1211.0
2020-06-03,1229.0
2020-06-04,1298.0
2020-06-05,1327.0
2020-06-06,1334.0
2020-06-07,1345.0
2020-06-08,1345.0
2020-06-09,1365.0
2020-06-10,1367.0
2020-06-11,1376.0
2020-06-12,1401.0
2020-06-13,1418.0
2020-06-14,1426.0
2020-06-15,1452.0
2020-06-16,1481.0
2020-06-17,1514.0
2020-06-18,1532.0
2020-06-19,1576.0
2020-06-20,1589.0
2020-06-21,1629.0
2020-06-22,1660.0
2020-06-23,2081.0
2020-06-24,2771.0
2020-06-25,2872.0
2020-06-26,2914.0
2020-06-27,2936.0
2020-06-28,2964.0
2020-06-29,2990.0
2020-06-30,3041.0
2020-07-01,3047.0
2020-07-02,3052.0
2020-07-03,3083.0
2020-07-04,3157.0
2020-07-05,3230.0
2020-07-06,3262.0
2020-07-07,3335.0
2020-07-08,3391.0
2020-07-09,3445.0
2020-07-10,3471.0
2020-07-11,3623.0
2020-07-12,3666.0
2020-07-13,3676.0
2020-07-14,3716.0
2020-07-15,3765.0
2020-07-16,3828.0
2020-07-17,3903.0
2020-07-18,3932.0
2020-07-19,3957.0
2020-07-20,4084.0
2020-07-21,4171.0
2020-07-22,4268.0
2020-07-23,4363.0
2020-07-24,4472.0
2020-07-25,4508.0
2020-07-26,4513.0
2020-07-27,4663.0
2020-07-28,4784.0
2020-07-29,4892.0
2020-07-30,5109.0
2020-07-31,5149.0
2020-08-01,5184.0
2020-08-02,5212.0
2020-08-03,5222.0
2020-08-04,5271.0
2020-08-05,5555.0
2020-08-06,5691.0
2020-08-07,5809.0
2020-08-08,5903.0
2020-08-09,5994.0
2020-08-10,6059.0
