Data,SESPRSOA35012
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,1.0
2020-04-01,1.0
2020-04-02,2.0
2020-04-03,2.0
2020-04-04,4.0
2020-04-05,5.0
2020-04-06,8.0
2020-04-07,8.0
2020-04-08,8.0
2020-04-09,8.0
2020-04-10,9.0
2020-04-11,9.0
2020-04-12,10.0
2020-04-13,10.0
2020-04-14,12.0
2020-04-15,12.0
2020-04-16,12.0
2020-04-17,12.0
2020-04-18,13.0
2020-04-19,13.0
2020-04-20,15.0
2020-04-21,16.0
2020-04-22,17.0
2020-04-23,20.0
2020-04-24,28.0
2020-04-25,28.0
2020-04-26,28.0
2020-04-27,32.0
2020-04-28,32.0
2020-04-29,33.0
2020-04-30,36.0
2020-05-01,41.0
2020-05-02,41.0
2020-05-03,41.0
2020-05-04,41.0
2020-05-05,46.0
2020-05-06,49.0
2020-05-07,51.0
2020-05-08,55.0
2020-05-09,60.0
2020-05-10,62.0
2020-05-11,65.0
2020-05-12,68.0
2020-05-13,71.0
2020-05-14,76.0
2020-05-15,78.0
2020-05-16,81.0
2020-05-17,84.0
2020-05-18,84.0
2020-05-19,86.0
2020-05-20,87.0
2020-05-21,90.0
2020-05-22,91.0
2020-05-23,98.0
2020-05-24,98.0
2020-05-25,98.0
2020-05-26,101.0
2020-05-27,107.0
2020-05-28,116.0
2020-05-29,120.0
2020-05-30,127.0
2020-05-31,129.0
2020-06-01,130.0
2020-06-02,133.0
2020-06-03,135.0
2020-06-04,139.0
2020-06-05,143.0
2020-06-06,148.0
2020-06-07,155.0
2020-06-08,156.0
2020-06-09,169.0
2020-06-10,173.0
2020-06-11,176.0
2020-06-12,180.0
2020-06-13,180.0
2020-06-14,182.0
2020-06-15,182.0
2020-06-16,184.0
2020-06-17,189.0
2020-06-18,193.0
2020-06-19,198.0
2020-06-20,199.0
2020-06-21,201.0
2020-06-22,201.0
2020-06-23,205.0
2020-06-24,208.0
2020-06-25,214.0
2020-06-26,223.0
2020-06-27,225.0
2020-06-28,226.0
2020-06-29,229.0
2020-06-30,238.0
2020-07-01,241.0
2020-07-02,245.0
2020-07-03,248.0
2020-07-04,252.0
2020-07-05,253.0
2020-07-06,253.0
2020-07-07,254.0
2020-07-08,256.0
2020-07-09,263.0
2020-07-10,265.0
2020-07-11,270.0
2020-07-12,270.0
2020-07-13,270.0
2020-07-14,275.0
2020-07-15,276.0
2020-07-16,276.0
2020-07-17,276.0
