Data,SESPRSOA35041
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,1.0
2020-04-03,0.0
2020-04-04,2.0
2020-04-05,2.0
2020-04-06,2.0
2020-04-07,2.0
2020-04-08,3.0
2020-04-09,5.0
2020-04-10,6.0
2020-04-11,8.0
2020-04-12,8.0
2020-04-13,8.0
2020-04-14,9.0
2020-04-15,19.0
2020-04-16,23.0
2020-04-17,29.0
2020-04-18,29.0
2020-04-19,30.0
2020-04-20,30.0
2020-04-21,31.0
2020-04-22,31.0
2020-04-23,31.0
2020-04-24,32.0
2020-04-25,45.0
2020-04-26,45.0
2020-04-27,49.0
2020-04-28,76.0
2020-04-29,84.0
2020-04-30,87.0
2020-05-01,89.0
2020-05-02,90.0
2020-05-03,90.0
2020-05-04,90.0
2020-05-05,108.0
2020-05-06,113.0
2020-05-07,127.0
2020-05-08,133.0
2020-05-09,141.0
2020-05-10,141.0
2020-05-11,141.0
2020-05-12,145.0
2020-05-13,150.0
2020-05-14,160.0
2020-05-15,167.0
2020-05-16,174.0
2020-05-17,185.0
2020-05-18,192.0
2020-05-19,219.0
2020-05-20,225.0
2020-05-21,229.0
2020-05-22,242.0
2020-05-23,260.0
2020-05-24,282.0
2020-05-25,288.0
2020-05-26,294.0
2020-05-27,321.0
2020-05-28,349.0
2020-05-29,372.0
2020-05-30,389.0
2020-05-31,393.0
2020-06-01,393.0
2020-06-02,417.0
2020-06-03,435.0
2020-06-04,465.0
2020-06-05,471.0
2020-06-06,495.0
2020-06-07,497.0
2020-06-08,500.0
2020-06-09,514.0
2020-06-10,523.0
2020-06-11,541.0
2020-06-12,551.0
2020-06-13,558.0
2020-06-14,571.0
2020-06-15,583.0
2020-06-16,596.0
2020-06-17,625.0
2020-06-18,649.0
