Data,GDM
BR-MT,0
BR-MT,0
BR-MT,3
BR-MT,4
BR-MT,2
BR-MT,4
BR-MT,8
BR-MT,1
BR-MT,-11
BR-MT,-18
BR-MT,-27
BR-MT,-8
BR-MT,1
BR-MT,-2
BR-MT,-5
BR-MT,-5
BR-MT,2
BR-MT,5
BR-MT,4
BR-MT,7
BR-MT,8
BR-MT,6
BR-MT,3
BR-MT,7
BR-MT,11
BR-MT,7
BR-MT,8
BR-MT,8
BR-MT,3
BR-MT,0
BR-MT,0
BR-MT,-4
BR-MT,-9
BR-MT,-15
BR-MT,-26
BR-MT,-36
BR-MT,-53
BR-MT,-62
BR-MT,-66
BR-MT,-64
BR-MT,-61
BR-MT,-60
BR-MT,-58
BR-MT,-59
BR-MT,-55
BR-MT,-53
BR-MT,-51
BR-MT,-49
BR-MT,-48
BR-MT,-46
BR-MT,-52
BR-MT,-46
BR-MT,-42
BR-MT,-49
BR-MT,-37
BR-MT,-61
BR-MT,-43
BR-MT,-49
BR-MT,-45
BR-MT,-48
BR-MT,-45
BR-MT,-43
BR-MT,-43
BR-MT,-43
BR-MT,-48
BR-MT,-44
BR-MT,-59
BR-MT,-44
BR-MT,-43
BR-MT,-42
BR-MT,-39
BR-MT,-45
BR-MT,-42
BR-MT,-39
BR-MT,-38
BR-MT,-31
BR-MT,-51
BR-MT,-37
BR-MT,-40
BR-MT,-35
BR-MT,-33
BR-MT,-35
BR-MT,-32
BR-MT,-28
BR-MT,-20
BR-MT,-29
BR-MT,-31
BR-MT,-30
BR-MT,-37
BR-MT,-38
BR-MT,-34
BR-MT,-31
BR-MT,-40
BR-MT,-36
BR-MT,-35
BR-MT,-34
BR-MT,-34
BR-MT,-33
BR-MT,-37
BR-MT,-43
BR-MT,-37
BR-MT,-36
BR-MT,-35
BR-MT,-35
BR-MT,-31
BR-MT,-29
BR-MT,-37
BR-MT,-34
BR-MT,-35
BR-MT,-34
BR-MT,-33
BR-MT,-29
BR-MT,-28
BR-MT,-35
