Data,GDM
BR-MS,2
BR-MS,-4
BR-MS,7
BR-MS,5
BR-MS,4
BR-MS,2
BR-MS,9
BR-MS,6
BR-MS,-1
BR-MS,-16
BR-MS,-32
BR-MS,-17
BR-MS,8
BR-MS,7
BR-MS,-2
BR-MS,-5
BR-MS,9
BR-MS,7
BR-MS,9
BR-MS,13
BR-MS,15
BR-MS,8
BR-MS,1
BR-MS,13
BR-MS,13
BR-MS,13
BR-MS,12
BR-MS,13
BR-MS,3
BR-MS,-5
BR-MS,3
BR-MS,-6
BR-MS,-12
BR-MS,-23
BR-MS,-27
BR-MS,-52
BR-MS,-64
BR-MS,-65
BR-MS,-69
BR-MS,-69
BR-MS,-68
BR-MS,-66
BR-MS,-66
BR-MS,-68
BR-MS,-64
BR-MS,-62
BR-MS,-61
BR-MS,-60
BR-MS,-58
BR-MS,-54
BR-MS,-58
BR-MS,-47
BR-MS,-45
BR-MS,-41
BR-MS,-38
BR-MS,-68
BR-MS,-42
BR-MS,-53
BR-MS,-40
BR-MS,-44
BR-MS,-43
BR-MS,-42
BR-MS,-39
BR-MS,-39
BR-MS,-51
BR-MS,-41
BR-MS,-64
BR-MS,-39
BR-MS,-38
BR-MS,-37
BR-MS,-36
BR-MS,-47
BR-MS,-37
BR-MS,-37
BR-MS,-36
BR-MS,-30
BR-MS,-60
BR-MS,-37
BR-MS,-46
BR-MS,-34
BR-MS,-32
BR-MS,-39
BR-MS,-30
BR-MS,-27
BR-MS,-22
BR-MS,-36
BR-MS,-29
BR-MS,-46
BR-MS,-39
BR-MS,-34
BR-MS,-32
BR-MS,-31
BR-MS,-46
BR-MS,-33
BR-MS,-34
BR-MS,-30
BR-MS,-30
BR-MS,-35
BR-MS,-36
BR-MS,-49
BR-MS,-32
BR-MS,-33
BR-MS,-32
BR-MS,-30
BR-MS,-28
BR-MS,-27
BR-MS,-40
BR-MS,-30
BR-MS,-41
BR-MS,-34
BR-MS,-31
BR-MS,-26
BR-MS,-27
BR-MS,-40
