Data,SESPRSCA35041
2020-03-27,0.0
2020-03-28,1.0
2020-03-29,1.0
2020-03-30,1.0
2020-03-31,16.0
2020-04-01,29.0
2020-04-02,46.0
2020-04-03,66.0
2020-04-04,80.0
2020-04-05,86.0
2020-04-06,90.0
2020-04-07,118.0
2020-04-08,143.0
2020-04-09,167.0
2020-04-10,186.0
2020-04-11,190.0
2020-04-12,213.0
2020-04-13,215.0
2020-04-14,227.0
2020-04-15,300.0
2020-04-16,356.0
2020-04-17,405.0
2020-04-18,448.0
2020-04-19,492.0
2020-04-20,518.0
2020-04-21,543.0
2020-04-22,552.0
2020-04-23,572.0
2020-04-24,679.0
2020-04-25,782.0
2020-04-26,798.0
2020-04-27,852.0
2020-04-28,952.0
2020-04-29,1049.0
2020-04-30,1118.0
2020-05-01,1185.0
2020-05-02,1200.0
2020-05-03,1219.0
2020-05-04,1222.0
2020-05-05,1290.0
2020-05-06,1525.0
2020-05-07,1675.0
2020-05-08,1738.0
2020-05-09,1845.0
2020-05-10,1883.0
2020-05-11,1916.0
2020-05-12,1985.0
2020-05-13,2130.0
2020-05-14,2296.0
2020-05-15,2524.0
2020-05-16,2653.0
2020-05-17,2780.0
2020-05-18,2867.0
2020-05-19,2986.0
2020-05-20,3228.0
2020-05-21,3415.0
2020-05-22,3706.0
2020-05-23,3945.0
2020-05-24,4150.0
2020-05-25,4444.0
2020-05-26,4685.0
2020-05-27,4925.0
2020-05-28,5256.0
2020-05-29,5718.0
2020-05-30,6244.0
2020-05-31,6598.0
2020-06-01,6813.0
2020-06-02,7577.0
2020-06-03,8063.0
2020-06-04,8615.0
2020-06-05,9286.0
2020-06-06,10067.0
2020-06-07,10234.0
2020-06-08,10305.0
2020-06-09,10819.0
2020-06-10,11425.0
2020-06-11,11984.0
2020-06-12,12443.0
2020-06-13,12895.0
2020-06-14,13373.0
2020-06-15,13743.0
2020-06-16,14390.0
2020-06-17,14443.0
2020-06-18,14496.0
2020-06-19,16077.0
2020-06-20,16749.0
2020-06-21,17128.0
2020-06-22,17536.0
2020-06-23,18275.0
2020-06-24,19009.0
2020-06-25,19564.0
2020-06-26,20109.0
2020-06-27,20655.0
2020-06-28,21032.0
2020-06-29,21294.0
2020-06-30,21605.0
2020-07-01,22099.0
2020-07-02,22823.0
2020-07-03,23547.0
2020-07-04,23693.0
2020-07-05,24297.0
2020-07-06,25154.0
2020-07-07,25802.0
2020-07-08,26568.0
2020-07-09,27037.0
2020-07-10,27595.0
2020-07-11,28266.0
2020-07-12,28417.0
2020-07-13,28495.0
2020-07-14,28975.0
2020-07-15,29292.0
2020-07-16,29769.0
2020-07-17,30099.0
2020-07-18,30271.0
2020-07-19,30361.0
2020-07-20,30564.0
2020-07-21,30796.0
2020-07-22,31494.0
2020-07-23,32093.0
2020-07-24,32701.0
2020-07-25,33869.0
2020-07-26,34089.0
2020-07-27,34119.0
2020-07-28,34119.0
2020-07-29,35094.0
2020-07-30,35703.0
2020-07-31,36093.0
2020-08-01,36420.0
2020-08-02,37095.0
2020-08-03,37118.0
2020-08-04,38055.0
2020-08-05,38419.0
2020-08-06,39071.0
2020-08-07,39694.0
2020-08-08,40572.0
2020-08-09,41333.0
2020-08-10,41356.0
