Data,GDM
BR-GO,4
BR-GO,0
BR-GO,2
BR-GO,4
BR-GO,1
BR-GO,5
BR-GO,5
BR-GO,-1
BR-GO,-6
BR-GO,-22
BR-GO,-24
BR-GO,-12
BR-GO,-3
BR-GO,-5
BR-GO,-7
BR-GO,-6
BR-GO,0
BR-GO,3
BR-GO,2
BR-GO,2
BR-GO,6
BR-GO,6
BR-GO,3
BR-GO,7
BR-GO,8
BR-GO,4
BR-GO,5
BR-GO,3
BR-GO,0
BR-GO,-3
BR-GO,-7
BR-GO,-11
BR-GO,-18
BR-GO,-26
BR-GO,-38
BR-GO,-47
BR-GO,-57
BR-GO,-53
BR-GO,-56
BR-GO,-58
BR-GO,-53
BR-GO,-53
BR-GO,-54
BR-GO,-50
BR-GO,-47
BR-GO,-45
BR-GO,-45
BR-GO,-44
BR-GO,-44
BR-GO,-41
BR-GO,-45
BR-GO,-43
BR-GO,-39
BR-GO,-38
BR-GO,-35
BR-GO,-51
BR-GO,-39
BR-GO,-41
BR-GO,-39
BR-GO,-44
BR-GO,-41
BR-GO,-42
BR-GO,-42
BR-GO,-44
BR-GO,-46
BR-GO,-41
BR-GO,-51
BR-GO,-39
BR-GO,-36
BR-GO,-36
BR-GO,-33
BR-GO,-37
BR-GO,-35
BR-GO,-32
BR-GO,-33
BR-GO,-26
BR-GO,-41
BR-GO,-33
BR-GO,-34
BR-GO,-30
BR-GO,-27
BR-GO,-27
BR-GO,-25
BR-GO,-23
BR-GO,-18
BR-GO,-14
BR-GO,-28
BR-GO,-26
BR-GO,-30
BR-GO,-31
BR-GO,-29
BR-GO,-26
BR-GO,-31
BR-GO,-31
BR-GO,-28
BR-GO,-25
BR-GO,-24
BR-GO,-22
BR-GO,-23
BR-GO,-31
BR-GO,-26
BR-GO,-23
BR-GO,-23
BR-GO,-22
BR-GO,-19
BR-GO,-16
BR-GO,-21
BR-GO,-21
BR-GO,-19
BR-GO,-20
BR-GO,-18
BR-GO,-16
BR-GO,-12
BR-GO,-19
