Data,SERJRSCA33005
2020-03-27,0.0
2020-03-28,494.0
2020-03-29,527.0
2020-03-30,570.0
2020-03-31,603.0
2020-04-01,717.0
2020-04-02,828.0
2020-04-03,903.0
2020-04-04,1037.0
2020-04-05,1161.0
2020-04-06,1207.0
2020-04-07,1387.0
2020-04-08,1614.0
2020-04-09,1848.0
2020-04-10,2057.0
2020-04-11,2166.0
2020-04-12,2338.0
2020-04-13,2677.0
2020-04-14,2806.0
2020-04-15,3042.0
2020-04-16,3188.0
2020-04-17,3523.0
2020-04-18,3675.0
2020-04-19,3778.0
2020-04-20,3963.0
2020-04-21,4338.0
2020-04-22,4495.0
2020-04-23,5007.0
2020-04-24,5086.0
2020-04-25,5572.0
2020-04-26,5738.0
2020-04-27,6540.0
2020-04-28,6905.0
2020-04-29,7089.0
2020-04-30,7464.0
2020-05-01,7910.0
2020-05-02,8233.0
2020-05-03,8642.0
2020-05-04,9190.0
2020-05-05,9793.0
2020-05-06,10604.0
2020-05-07,11248.0
2020-05-08,12262.0
2020-05-09,13261.0
2020-05-10,13206.0
2020-05-11,13720.0
2020-05-12,14086.0
2020-05-13,14310.0
2020-05-14,14805.0
2020-05-15,15292.0
2020-05-16,15909.0
2020-05-17,16545.0
2020-05-18,18532.0
2020-05-19,19639.0
2020-05-20,22195.0
2020-05-21,23896.0
2020-05-22,25364.0
2020-05-23,26282.0
2020-05-24,27539.0
2020-05-25,28591.0
2020-05-26,29545.0
2020-05-27,31152.0
2020-05-28,32563.0
2020-05-29,34466.0
2020-05-30,36314.0
2020-05-31,37115.0
2020-06-01,38086.0
2020-06-02,39456.0
2020-06-03,41492.0
2020-06-04,42594.0
2020-06-05,44250.0
2020-06-06,45125.0
2020-06-07,46311.0
2020-06-08,47245.0
2020-06-09,48992.0
2020-06-10,50217.0
2020-06-11,51346.0
2020-06-12,52268.0
2020-06-13,53255.0
2020-06-14,53730.0
2020-06-15,54534.0
2020-06-16,56309.0
2020-06-17,58801.0
2020-06-18,59106.0
2020-06-19,62587.0
2020-06-20,64119.0
2020-06-21,64515.0
2020-06-22,65275.0
2020-06-23,67171.0
2020-06-24,68495.0
2020-06-25,69632.0
2020-06-26,70890.0
2020-06-27,71079.0
2020-06-28,72095.0
2020-06-29,72406.0
2020-06-30,73042.0
2020-07-01,74436.0
2020-07-02,75383.0
2020-07-03,76451.0
2020-07-04,77227.0
2020-07-05,77502.0
2020-07-06,77905.0
2020-07-07,79144.0
2020-07-08,80265.0
2020-07-09,81378.0
2020-07-10,82072.0
2020-07-11,82192.0
2020-07-12,82200.0
2020-07-13,83009.0
2020-07-14,83551.0
2020-07-15,84165.0
2020-07-16,84258.0
2020-07-17,84453.0
2020-07-18,84453.0
2020-07-19,85841.0
2020-07-20,86302.0
2020-07-21,87583.0
