Data,SUPRRSCA41017
2020-03-27,0.0
2020-03-28,5.0
2020-03-29,7.0
2020-03-30,7.0
2020-03-31,9.0
2020-04-01,27.0
2020-04-02,28.0
2020-04-03,32.0
2020-04-04,40.0
2020-04-05,41.0
2020-04-06,51.0
2020-04-07,59.0
2020-04-08,65.0
2020-04-09,67.0
2020-04-10,67.0
2020-04-11,68.0
2020-04-12,75.0
2020-04-13,79.0
2020-04-14,85.0
2020-04-15,85.0
2020-04-16,85.0
2020-04-17,90.0
2020-04-18,104.0
2020-04-19,106.0
2020-04-20,109.0
2020-04-21,105.0
2020-04-22,106.0
2020-04-23,107.0
2020-04-24,111.0
2020-04-25,112.0
2020-04-26,114.0
2020-04-27,114.0
2020-04-28,120.0
2020-04-29,122.0
2020-04-30,123.0
2020-05-01,127.0
2020-05-02,129.0
2020-05-03,130.0
2020-05-04,132.0
2020-05-05,135.0
2020-05-06,139.0
2020-05-07,140.0
2020-05-08,142.0
2020-05-09,143.0
2020-05-10,146.0
2020-05-11,147.0
2020-05-12,153.0
2020-05-13,156.0
2020-05-14,162.0
2020-05-15,166.0
2020-05-16,174.0
2020-05-17,177.0
2020-05-18,182.0
2020-05-19,209.0
2020-05-20,225.0
2020-05-21,265.0
2020-05-22,292.0
2020-05-23,334.0
2020-05-24,355.0
2020-05-25,387.0
2020-05-26,399.0
2020-05-27,421.0
2020-05-28,444.0
2020-05-29,476.0
2020-05-30,524.0
2020-05-31,534.0
2020-06-01,549.0
2020-06-02,587.0
2020-06-03,622.0
2020-06-04,660.0
2020-06-05,719.0
2020-06-06,740.0
2020-06-07,759.0
2020-06-08,770.0
2020-06-09,847.0
2020-06-10,902.0
2020-06-11,942.0
2020-06-12,962.0
2020-06-13,1036.0
2020-06-14,1100.0
2020-06-15,1117.0
2020-06-16,1174.0
2020-06-17,1196.0
2020-06-18,1250.0
2020-06-19,1306.0
2020-06-20,1352.0
2020-06-21,1404.0
2020-06-22,1424.0
2020-06-23,1451.0
2020-06-24,1530.0
2020-06-25,1585.0
2020-06-26,1612.0
2020-06-27,1674.0
2020-06-28,1739.0
2020-06-29,1745.0
2020-06-30,1797.0
2020-07-01,1831.0
2020-07-02,1891.0
2020-07-03,1973.0
2020-07-04,2115.0
2020-07-05,2217.0
2020-07-06,2255.0
2020-07-07,2375.0
2020-07-08,2431.0
2020-07-09,2505.0
2020-07-10,2580.0
2020-07-11,2681.0
2020-07-12,2807.0
2020-07-13,2895.0
2020-07-14,3024.0
2020-07-15,3123.0
2020-07-16,3299.0
2020-07-17,3401.0
2020-07-18,3559.0
2020-07-19,3674.0
2020-07-20,3764.0
2020-07-21,3913.0
2020-07-22,4056.0
