Data,GDM
BR-BA,0
BR-BA,-3
BR-BA,4
BR-BA,4
BR-BA,1
BR-BA,5
BR-BA,0
BR-BA,6
BR-BA,-4
BR-BA,-28
BR-BA,-30
BR-BA,-17
BR-BA,-4
BR-BA,-7
BR-BA,-11
BR-BA,-12
BR-BA,4
BR-BA,2
BR-BA,2
BR-BA,4
BR-BA,2
BR-BA,-7
BR-BA,-12
BR-BA,4
BR-BA,3
BR-BA,4
BR-BA,1
BR-BA,0
BR-BA,-8
BR-BA,-17
BR-BA,-5
BR-BA,-16
BR-BA,-23
BR-BA,-30
BR-BA,-42
BR-BA,-56
BR-BA,-68
BR-BA,-63
BR-BA,-67
BR-BA,-67
BR-BA,-68
BR-BA,-67
BR-BA,-68
BR-BA,-73
BR-BA,-64
BR-BA,-63
BR-BA,-62
BR-BA,-63
BR-BA,-62
BR-BA,-63
BR-BA,-71
BR-BA,-65
BR-BA,-58
BR-BA,-57
BR-BA,-57
BR-BA,-76
BR-BA,-68
BR-BA,-71
BR-BA,-63
BR-BA,-61
BR-BA,-60
BR-BA,-59
BR-BA,-59
BR-BA,-61
BR-BA,-70
BR-BA,-61
BR-BA,-75
BR-BA,-57
BR-BA,-63
BR-BA,-60
BR-BA,-61
BR-BA,-70
BR-BA,-60
BR-BA,-56
BR-BA,-57
BR-BA,-51
BR-BA,-73
BR-BA,-59
BR-BA,-68
BR-BA,-56
BR-BA,-54
BR-BA,-53
BR-BA,-53
BR-BA,-54
BR-BA,-58
BR-BA,-66
BR-BA,-57
BR-BA,-55
BR-BA,-58
BR-BA,-56
BR-BA,-56
BR-BA,-58
BR-BA,-68
BR-BA,-57
BR-BA,-60
BR-BA,-56
BR-BA,-62
BR-BA,-57
BR-BA,-58
BR-BA,-67
BR-BA,-63
BR-BA,-65
BR-BA,-63
BR-BA,-57
BR-BA,-56
BR-BA,-57
BR-BA,-67
BR-BA,-53
BR-BA,-52
BR-BA,-52
BR-BA,-54
BR-BA,-53
BR-BA,-54
BR-BA,-66
