Data,NOPARSCA15012
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,1.0
2020-04-05,1.0
2020-04-06,1.0
2020-04-07,2.0
2020-04-08,2.0
2020-04-09,2.0
2020-04-10,2.0
2020-04-11,2.0
2020-04-12,2.0
2020-04-13,2.0
2020-04-14,2.0
2020-04-15,2.0
2020-04-16,2.0
2020-04-17,3.0
2020-04-18,3.0
2020-04-19,5.0
2020-04-20,6.0
2020-04-21,7.0
2020-04-22,7.0
2020-04-23,9.0
2020-04-24,13.0
2020-04-25,18.0
2020-04-26,17.0
2020-04-27,18.0
2020-04-28,18.0
2020-04-29,18.0
2020-04-30,24.0
2020-05-01,26.0
2020-05-02,27.0
2020-05-03,33.0
2020-05-04,33.0
2020-05-05,40.0
2020-05-06,47.0
2020-05-07,57.0
2020-05-08,68.0
2020-05-09,72.0
2020-05-10,92.0
2020-05-11,127.0
2020-05-12,139.0
2020-05-13,198.0
2020-05-14,241.0
2020-05-15,269.0
2020-05-16,362.0
2020-05-17,386.0
2020-05-18,402.0
2020-05-19,442.0
2020-05-20,485.0
2020-05-21,520.0
2020-05-22,574.0
2020-05-23,581.0
2020-05-24,630.0
2020-05-25,700.0
2020-05-26,740.0
2020-05-27,772.0
2020-05-28,901.0
2020-05-29,1027.0
2020-05-30,1086.0
2020-05-31,1095.0
2020-06-01,1097.0
2020-06-02,1323.0
2020-06-03,1534.0
2020-06-04,1607.0
2020-06-05,1721.0
2020-06-06,1768.0
2020-06-07,1830.0
2020-06-08,1907.0
2020-06-09,2033.0
2020-06-10,2190.0
2020-06-11,2277.0
2020-06-12,2331.0
2020-06-13,2357.0
2020-06-14,2373.0
2020-06-15,2384.0
2020-06-16,2555.0
2020-06-17,2795.0
2020-06-18,2962.0
2020-06-19,3154.0
2020-06-20,3334.0
2020-06-21,3427.0
2020-06-22,3557.0
2020-06-23,3715.0
2020-06-24,3888.0
2020-06-25,4089.0
2020-06-26,4232.0
2020-06-27,4491.0
2020-06-28,4533.0
2020-06-29,4575.0
2020-06-30,4727.0
2020-07-01,4971.0
2020-07-02,5116.0
2020-07-03,5283.0
2020-07-04,5451.0
2020-07-05,5484.0
2020-07-06,5512.0
2020-07-07,5640.0
2020-07-08,5877.0
2020-07-09,6075.0
2020-07-10,6196.0
2020-07-11,6387.0
2020-07-12,6414.0
2020-07-13,6446.0
2020-07-14,6673.0
2020-07-15,6873.0
2020-07-16,7040.0
2020-07-17,7193.0
2020-07-18,7349.0
2020-07-19,7372.0
2020-07-20,7427.0
2020-07-21,7572.0
2020-07-22,7756.0
2020-07-23,7833.0
2020-07-24,8025.0
2020-07-25,8184.0
2020-07-26,8259.0
2020-07-27,8274.0
2020-07-28,8403.0
2020-07-29,8669.0
2020-07-30,8760.0
2020-07-31,8870.0
2020-08-01,9051.0
2020-08-02,9075.0
2020-08-03,9091.0
2020-08-04,9202.0
2020-08-05,9383.0
2020-08-06,9466.0
2020-08-07,9523.0
2020-08-08,9674.0
2020-08-09,9697.0
2020-08-10,9702.0
