Data,SESPRSCA35121
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,1.0
2020-04-05,1.0
2020-04-06,2.0
2020-04-07,6.0
2020-04-08,8.0
2020-04-09,12.0
2020-04-10,13.0
2020-04-11,13.0
2020-04-12,13.0
2020-04-13,13.0
2020-04-14,13.0
2020-04-15,13.0
2020-04-16,14.0
2020-04-17,18.0
2020-04-18,28.0
2020-04-19,28.0
2020-04-20,28.0
2020-04-21,29.0
2020-04-22,30.0
2020-04-23,36.0
2020-04-24,37.0
2020-04-25,52.0
2020-04-26,53.0
2020-04-27,61.0
2020-04-28,65.0
2020-04-29,73.0
2020-04-30,84.0
2020-05-01,88.0
2020-05-02,89.0
2020-05-03,89.0
2020-05-04,109.0
2020-05-05,122.0
2020-05-06,141.0
2020-05-07,160.0
2020-05-08,173.0
2020-05-09,176.0
2020-05-10,187.0
2020-05-11,192.0
2020-05-12,195.0
2020-05-13,206.0
2020-05-14,225.0
2020-05-15,236.0
2020-05-16,239.0
2020-05-17,239.0
2020-05-18,239.0
2020-05-19,249.0
2020-05-20,286.0
2020-05-21,317.0
2020-05-22,358.0
2020-05-23,379.0
2020-05-24,403.0
2020-05-25,406.0
2020-05-26,410.0
2020-05-27,419.0
2020-05-28,443.0
2020-05-29,457.0
2020-05-30,478.0
2020-05-31,484.0
2020-06-01,491.0
2020-06-02,507.0
2020-06-03,531.0
2020-06-04,559.0
2020-06-05,566.0
2020-06-06,600.0
2020-06-07,603.0
2020-06-08,608.0
2020-06-09,639.0
2020-06-10,655.0
2020-06-11,682.0
2020-06-12,687.0
2020-06-13,698.0
2020-06-14,712.0
2020-06-15,716.0
2020-06-16,756.0
2020-06-17,761.0
2020-06-18,762.0
2020-06-19,860.0
2020-06-20,884.0
2020-06-21,890.0
2020-06-22,894.0
2020-06-23,922.0
2020-06-24,958.0
2020-06-25,1003.0
2020-06-26,1041.0
2020-06-27,1076.0
2020-06-28,1102.0
2020-06-29,1108.0
2020-06-30,1151.0
2020-07-01,1215.0
2020-07-02,1300.0
2020-07-03,1340.0
2020-07-04,1341.0
2020-07-05,1364.0
